Date,Region,Total_State_Infections,B.1.1.529,B.1.617.2,BA.1.1,BA.2,BA.2.12.1,BA.2.75,BA.2.75.2,BA.2.86,BA.4,BA.4.6,BA.5,BA.5.2.6,BF.11,BF.7,BN.1,BQ.1,BQ.1.1,CH.1.1,EG.5,EG.5.1.8,EG.6.1,EU.1.1,FD.1.1,FD.2,FE.1.1,FL.1.5.1,GE.1,GK.1.1,GK.2,HF.1,HK.3,HV.1,JD.1.1,JF.1,JG.3,JN.1,JN.1.11.1,JN.1.13,JN.1.13.1,JN.1.16,JN.1.16.1,JN.1.18,JN.1.18.6,JN.1.32,JN.1.4.3,JN.1.7,JN.1.8.1,KP.1.1,KP.1.1.3,KP.1.2,KP.2,KP.2.15,KP.2.3,KP.3,KP.3.1.1,KP.4.1,KQ.1,KS.1,KV.2,KW.1.1,LB.1,LB.1.3.1,LF.3.1,LF.7,LF.7.2.1,LF.7.7.1,LF.7.7.2,LF.7.9,LP.1,LP.8.1,MC.1,MC.10.1,MC.19,MC.28.1,NB.1.8.1,NW.1,Other,PA.1,PQ.17,PQ.2.8.1,XBB,XBB.1.16,XBB.1.16.1,XBB.1.16.11,XBB.1.16.15,XBB.1.16.17,XBB.1.16.6,XBB.1.42.2,XBB.1.5,XBB.1.5.1,XBB.1.5.10,XBB.1.5.59,XBB.1.5.68,XBB.1.5.70,XBB.1.5.72,XBB.1.9.1,XBB.1.9.2,XBB.2.3,XBB.2.3.8,XDP,XDV.1,XEC,XEC.4,XEK,XEQ,XFC,XFG,XFG.1,XFG.1.1,XFG.14.1,XFG.2.5.1,XFG.23.1.3,XFG.6,XFV,XFY,XFZ
2024-05-15,WI,6166,9,0,1,60,3,0,0,23,0,2,2,0,0,1,0,10,2,1,14,5,0,0,0,0,0,0,0,3,0,2,0,9,0,0,1,1327,133,19,87,152,167,97,5,85,18,967,299,239,42,32,773,48,252,460,7,43,269,90,67,27,159,5,13,5,0,0,0,0,19,1,0,0,0,0,0,0,62,0,0,0,0,6,0,1,6,0,0,0,2,0,0,0,0,0,0,4,0,2,0,91,56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-16,WI,6043,9,0,1,57,3,0,0,22,0,2,2,0,0,1,0,10,2,1,14,5,0,0,0,0,0,0,0,3,0,2,0,9,0,0,1,1268,128,18,86,149,165,96,5,82,17,928,283,242,46,33,758,48,257,483,8,43,258,88,64,28,169,4,13,5,0,0,0,0,21,1,0,0,0,0,0,0,61,0,0,0,0,5,0,1,6,0,0,0,2,0,0,0,0,0,0,3,0,2,0,86,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-17,WI,6010,9,0,1,56,3,0,0,22,0,2,2,0,0,1,0,10,2,1,13,5,0,0,0,0,0,0,0,3,0,2,0,9,0,0,1,1229,125,18,86,148,166,97,6,81,17,903,272,248,49,34,755,50,266,513,9,43,250,87,61,29,181,4,13,5,0,0,0,0,23,1,0,0,0,0,0,0,62,0,0,0,0,5,0,1,6,0,0,0,2,0,0,0,0,0,0,3,0,2,0,83,53,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-18,WI,6097,9,0,2,56,3,0,0,22,0,2,2,0,0,1,0,10,2,1,14,5,0,0,0,0,0,0,0,3,0,2,0,9,0,0,1,1214,125,19,88,149,170,99,6,82,18,896,267,260,54,36,766,52,281,553,11,44,248,88,60,31,197,5,14,5,0,0,0,0,25,1,0,0,0,0,0,0,63,0,0,0,0,5,0,1,6,0,0,0,2,0,0,0,0,0,0,3,0,2,0,81,53,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-19,WI,6313,9,0,2,57,3,0,0,22,0,2,2,0,0,1,0,11,2,1,14,5,0,0,0,0,0,0,0,3,0,2,0,9,0,0,1,1222,127,19,92,154,177,104,6,84,18,907,266,277,60,39,794,55,302,607,12,46,250,91,60,34,217,5,15,6,0,0,0,0,28,1,0,1,0,0,0,0,66,0,0,0,0,6,0,1,6,0,0,0,2,0,0,0,0,0,0,4,0,2,0,81,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-20,WI,6814,10,0,2,60,3,0,0,23,0,2,2,0,0,1,0,12,2,1,15,6,0,0,0,0,0,0,0,3,0,2,0,10,0,0,2,1283,134,21,100,166,193,113,7,90,20,957,277,308,69,44,857,61,338,692,15,51,263,98,63,38,249,5,16,6,0,0,0,0,33,1,0,1,0,0,0,0,73,0,0,0,0,6,0,1,7,0,0,0,2,0,0,0,1,0,0,4,0,2,0,84,58,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-21,WI,7087,11,0,2,62,3,0,0,23,0,2,2,0,0,2,0,12,2,1,16,6,0,0,0,0,0,0,0,3,0,2,0,11,0,0,2,1296,137,22,105,172,203,119,7,93,21,972,277,329,77,47,892,66,363,757,17,53,266,102,63,41,274,6,18,6,0,0,0,0,37,1,0,1,0,0,0,0,76,0,0,0,0,6,0,1,7,0,0,0,2,0,0,0,1,0,0,4,0,2,0,84,59,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-22,WI,7095,11,0,2,61,3,0,0,23,0,2,2,0,0,2,0,12,2,1,15,6,0,0,0,0,0,0,0,3,0,2,0,11,0,0,2,1259,135,22,106,172,205,120,7,93,21,950,266,338,81,49,894,68,376,797,19,54,259,102,61,42,290,6,18,6,0,0,0,0,39,1,0,1,0,0,0,0,77,0,0,0,0,6,0,1,7,0,0,0,2,0,0,0,1,0,0,4,0,2,0,81,59,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,WI,7019,11,0,2,59,2,0,0,22,0,2,2,0,0,2,0,12,2,1,15,6,0,0,0,0,0,0,0,3,0,2,0,10,0,0,2,1207,131,21,105,169,205,120,7,91,21,917,252,344,85,50,885,69,384,826,20,54,249,100,58,43,302,6,18,6,0,0,0,0,41,1,0,1,0,0,0,0,78,0,0,0,0,6,0,1,7,0,0,0,3,0,0,0,1,0,0,4,0,2,0,77,57,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-24,WI,7008,11,0,2,58,2,0,0,21,0,2,2,0,0,2,0,12,2,1,15,6,0,0,0,0,0,0,0,3,0,2,0,10,0,0,1,1168,128,21,106,168,206,121,7,90,21,892,240,352,90,52,884,70,396,862,21,55,242,100,55,45,317,6,19,6,0,0,0,0,43,1,0,1,0,0,0,0,78,0,0,0,0,6,0,1,7,0,0,0,3,0,0,0,1,0,0,4,0,2,0,73,57,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-25,WI,7025,11,0,2,57,2,0,0,21,0,2,2,0,0,2,0,12,2,1,15,6,0,0,0,0,0,0,0,3,0,2,0,10,0,0,1,1132,126,21,107,168,208,122,7,90,21,871,230,362,94,53,887,72,409,902,23,56,235,100,53,47,332,6,19,6,0,0,0,0,46,1,0,1,0,0,0,0,80,0,0,0,0,6,0,1,7,0,0,0,3,0,0,0,1,0,0,4,0,2,0,70,56,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-26,WI,7224,11,0,2,57,2,0,0,21,0,2,2,0,0,2,0,12,2,1,15,6,0,0,0,0,0,0,0,3,0,2,0,11,0,0,1,1125,127,22,111,173,216,127,8,91,22,872,225,381,102,57,912,76,434,967,25,58,234,103,52,49,357,6,20,7,0,0,0,0,50,1,0,1,0,0,0,0,83,0,0,0,0,6,0,1,7,0,0,0,3,0,0,0,1,0,0,4,0,2,0,69,57,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-27,WI,7195,11,0,2,56,2,0,0,20,0,2,2,0,0,2,0,12,2,1,15,6,0,0,0,0,0,0,0,3,0,2,0,11,0,0,1,1082,124,22,111,171,217,127,8,90,22,845,213,389,106,58,909,78,444,1001,27,58,226,102,49,51,371,6,21,7,0,0,0,0,52,1,0,1,0,0,0,0,83,0,0,0,0,6,0,1,7,0,0,0,3,0,0,0,1,0,0,4,0,2,0,65,56,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-28,WI,7197,12,0,2,55,2,0,0,19,0,2,2,0,0,2,0,12,2,1,15,6,0,0,0,0,0,0,0,3,0,2,0,11,0,0,1,1043,121,22,112,171,219,128,8,90,22,822,202,398,111,60,910,80,457,1040,28,59,219,102,47,52,387,6,21,7,0,0,0,0,55,1,0,1,0,0,0,0,84,0,0,0,0,6,0,1,7,0,0,0,3,0,0,0,1,0,0,4,0,2,0,61,55,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29,WI,7284,12,0,2,54,2,0,0,19,0,2,2,0,0,2,0,13,2,1,15,6,0,0,0,0,0,0,0,3,0,2,0,11,0,0,1,1017,120,22,115,172,224,131,8,90,22,808,193,412,117,62,922,83,475,1092,30,60,214,103,45,55,407,6,22,7,0,0,0,0,58,1,0,1,0,0,0,0,86,0,0,0,0,6,0,1,7,0,0,0,3,0,0,0,1,0,0,4,0,2,0,59,55,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-30,WI,7378,12,0,2,53,2,0,0,19,0,2,3,0,0,2,0,13,2,1,15,6,0,0,0,0,0,0,0,3,0,2,0,11,0,0,1,990,119,22,117,174,229,134,8,91,23,794,184,427,123,65,934,85,494,1146,32,62,209,104,43,57,429,6,23,7,0,0,0,0,61,1,0,1,0,0,0,0,88,0,0,0,0,6,0,1,7,0,0,0,3,0,0,0,1,0,0,4,0,2,0,56,55,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-31,WI,7519,12,0,2,53,2,0,0,18,0,2,3,0,0,2,0,13,2,1,16,6,0,0,0,0,0,0,0,3,0,2,0,11,0,0,1,968,119,23,120,177,235,138,8,92,23,785,175,445,131,68,953,89,517,1208,35,64,206,105,42,60,453,6,24,7,0,0,0,0,65,1,0,1,0,0,0,0,91,0,0,0,0,6,0,1,7,0,0,0,3,0,0,0,1,0,0,4,0,2,0,53,55,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-01,WI,7630,13,0,2,53,2,0,0,18,0,2,3,0,0,2,0,13,2,1,16,7,0,0,0,0,0,0,0,3,0,2,0,11,0,0,1,941,118,23,123,179,240,141,9,92,24,771,166,461,138,71,967,92,538,1267,37,65,201,107,40,62,476,7,25,7,0,0,0,0,69,1,0,1,0,0,0,0,93,0,0,0,0,6,0,1,8,0,0,0,3,0,0,0,1,0,0,4,0,2,0,50,55,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-02,WI,7363,12,0,2,50,2,0,0,17,0,2,3,0,0,2,0,13,2,1,15,6,0,0,0,0,0,0,0,3,0,2,0,11,0,0,1,869,111,22,119,172,234,137,8,88,23,720,148,454,138,70,934,91,532,1263,37,64,186,103,36,62,475,6,24,7,0,0,0,0,69,1,0,1,0,0,0,0,91,0,0,0,0,6,0,1,7,0,0,0,3,0,0,0,1,0,0,4,0,2,0,45,52,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-03,WI,7209,12,0,2,48,2,0,0,16,0,2,2,0,0,2,0,12,2,1,15,6,0,0,0,0,0,0,0,3,0,2,0,11,0,0,1,811,106,22,118,168,231,136,8,86,23,682,134,454,139,70,915,91,533,1275,38,63,175,100,33,62,481,6,24,7,0,0,0,0,70,1,0,1,0,0,0,0,90,0,0,0,0,6,0,1,7,0,0,0,3,0,0,0,1,0,0,4,0,2,0,41,50,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-04,WI,7184,12,0,2,46,2,0,0,15,0,2,2,0,0,2,0,12,2,1,15,6,0,0,0,0,0,0,0,3,0,2,0,11,0,0,1,770,103,22,118,167,232,136,8,85,23,656,122,462,144,72,912,92,544,1309,39,63,167,99,30,63,495,6,25,7,0,0,0,0,72,1,0,1,0,0,0,0,91,0,0,0,0,6,0,1,7,0,0,0,3,0,0,0,1,0,0,4,0,2,0,37,50,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-05,WI,7272,12,0,2,46,1,0,0,15,0,2,3,0,0,2,0,13,2,1,15,6,0,0,0,0,0,0,0,3,0,2,0,11,0,0,1,740,102,22,121,168,237,139,9,85,23,640,112,477,150,74,924,95,564,1365,41,65,162,100,28,66,516,6,26,7,0,0,0,0,75,1,0,1,0,0,0,0,93,0,0,0,0,6,0,1,7,0,0,0,4,0,0,0,1,0,0,4,0,2,0,34,49,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-06,WI,7654,13,0,3,47,1,0,0,15,0,2,3,0,0,2,0,13,2,1,15,6,0,0,0,0,0,0,0,3,0,2,0,11,0,0,1,737,104,23,128,176,251,148,9,89,25,648,106,511,163,80,973,102,607,1477,45,69,162,105,27,71,560,7,27,7,0,0,0,0,82,1,0,1,0,0,0,0,99,0,0,0,0,6,0,1,8,0,0,0,4,0,0,0,1,0,0,4,0,2,0,32,51,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-07,WI,7851,14,0,3,47,1,0,0,14,0,2,3,0,0,2,0,14,2,1,16,7,0,0,0,0,0,0,0,3,0,2,0,12,0,0,1,714,104,23,132,180,260,153,10,90,25,639,96,535,172,84,999,107,636,1558,48,71,159,108,25,74,591,7,29,8,0,0,0,0,87,1,0,1,0,0,0,0,103,0,0,0,0,6,0,1,8,0,0,0,4,0,0,0,1,0,0,5,0,2,0,29,52,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-08,WI,7910,14,0,3,46,1,0,0,14,0,2,3,0,0,2,0,14,2,1,16,7,0,0,0,0,0,0,0,3,0,2,0,12,0,0,1,677,102,24,134,181,264,155,14,90,26,618,85,549,179,87,1007,110,655,1612,68,73,152,108,23,77,613,7,29,8,0,2,0,0,90,1,0,1,0,0,0,0,104,0,0,0,0,6,0,1,8,0,0,0,4,0,0,0,1,0,0,5,0,2,0,26,51,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-09,WI,8079,14,0,3,46,1,0,0,10,0,2,3,0,0,2,0,1,2,1,16,7,0,0,0,0,0,0,0,3,0,2,0,12,0,0,1,680,103,24,135,181,265,158,14,92,39,614,74,562,184,87,1017,122,679,1659,88,74,150,110,22,77,640,8,32,8,0,2,0,0,93,1,0,1,0,0,0,0,104,0,0,0,0,6,0,1,8,0,0,0,4,0,0,0,1,0,0,5,0,2,0,48,52,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-10,WI,8301,14,0,3,45,1,0,0,10,0,3,3,0,0,2,0,1,2,1,16,7,0,0,0,0,0,0,0,4,0,2,0,12,0,0,1,688,105,24,136,182,269,163,15,93,39,613,74,579,190,87,1034,135,709,1718,109,76,149,113,22,78,672,8,35,8,0,2,0,0,96,1,0,1,0,0,0,0,105,0,0,0,0,6,0,1,8,0,0,0,4,0,0,0,1,0,0,5,0,2,0,48,53,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-11,WI,8379,15,0,3,44,1,0,0,10,0,3,3,0,0,2,0,1,2,1,16,7,0,0,0,0,0,0,0,4,0,2,0,12,0,0,1,684,105,24,135,179,267,164,15,93,38,600,72,586,194,86,1032,146,727,1748,129,76,145,114,22,77,693,8,37,8,0,2,0,0,98,1,0,1,0,0,0,0,103,0,0,0,0,6,0,1,8,0,0,0,4,0,0,0,1,0,0,5,0,2,0,47,52,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-12,WI,8311,14,0,3,43,1,0,0,9,0,3,3,0,0,2,0,1,2,1,16,7,0,0,0,0,0,0,0,4,0,2,0,12,0,0,1,667,102,23,131,174,261,163,15,92,37,578,69,583,193,84,1012,155,732,1747,146,76,138,113,21,75,701,8,39,8,0,1,0,0,98,1,0,1,0,0,0,0,100,0,0,0,0,6,0,1,8,0,0,0,4,0,0,0,1,0,0,5,0,2,0,45,51,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-13,WI,8548,15,0,3,43,1,0,0,9,0,3,3,0,0,2,0,1,2,1,16,7,0,0,0,0,0,0,0,4,0,2,0,12,0,0,1,675,104,23,133,174,264,167,16,94,37,575,69,601,200,85,1028,169,764,1811,170,77,137,115,21,76,736,9,42,8,0,1,0,0,101,1,0,1,0,0,0,0,100,0,0,0,0,6,0,1,8,0,0,0,4,0,0,0,1,0,0,5,0,2,0,45,52,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-14,WI,8702,15,0,3,42,1,0,0,9,0,3,3,0,0,2,0,1,2,1,16,7,0,0,0,0,0,0,0,4,0,2,0,13,0,0,1,676,105,23,132,173,264,170,16,94,37,567,67,614,205,84,1035,182,789,1857,192,79,134,117,20,76,764,9,45,9,0,1,0,0,104,1,0,1,0,0,0,0,99,0,0,0,0,6,0,1,9,0,0,0,4,0,0,0,1,0,0,5,0,2,0,44,53,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-15,WI,8986,16,0,3,42,1,0,0,9,0,3,3,0,0,2,0,1,2,1,16,7,0,0,0,0,0,0,0,4,0,2,0,13,0,0,1,686,107,23,134,174,269,175,17,97,37,566,67,636,213,85,1056,199,827,1932,219,81,132,121,20,77,805,9,49,9,0,2,0,0,108,1,0,1,0,0,0,0,100,0,0,0,0,6,0,1,9,0,0,0,4,0,0,0,1,0,0,5,0,2,0,44,54,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-16,WI,9431,16,0,3,42,2,0,0,9,0,3,3,0,0,2,0,1,2,1,17,8,0,0,0,0,0,0,0,4,0,2,0,14,0,0,1,707,111,24,138,178,277,184,18,101,37,574,68,669,225,87,1095,220,880,2043,251,85,133,126,20,79,861,10,53,9,0,2,0,0,114,1,0,1,0,0,0,0,102,0,0,0,0,7,0,1,9,0,0,0,4,0,0,0,1,0,0,6,0,2,0,44,56,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17,WI,10047,18,0,3,44,2,0,0,9,0,3,4,0,0,2,0,2,2,1,18,8,0,0,0,0,0,0,0,4,0,2,0,15,0,0,1,740,116,25,144,185,291,196,19,106,38,589,69,715,242,91,1152,246,951,2193,290,90,135,134,20,83,934,11,59,10,0,2,0,0,122,1,0,1,0,0,0,0,106,0,0,0,0,7,0,1,10,0,0,0,4,0,0,0,1,0,0,6,0,3,0,45,59,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-18,WI,10590,19,0,3,44,2,0,0,9,0,3,4,0,0,2,0,2,2,1,19,9,0,0,0,0,0,0,0,4,0,3,0,15,0,0,1,766,121,25,149,189,301,206,21,111,39,598,70,756,256,94,1200,272,1017,2328,329,95,136,141,20,85,1003,12,65,11,0,2,0,0,130,2,0,1,0,0,0,0,108,0,0,0,0,7,0,2,10,0,0,0,4,0,0,0,1,0,0,6,0,3,0,45,61,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-19,WI,11072,19,0,3,44,2,0,0,9,0,3,4,0,0,2,0,2,2,1,19,9,0,0,0,0,0,0,0,5,0,3,0,16,0,0,2,787,125,26,153,192,309,215,22,115,39,601,70,792,270,95,1239,297,1078,2452,369,99,135,147,20,87,1068,13,71,11,0,2,0,0,136,2,0,1,0,0,0,0,110,0,0,0,0,8,0,2,11,0,0,0,4,0,0,0,1,0,0,7,0,3,0,45,63,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-20,WI,11018,19,0,3,42,2,0,0,9,0,3,4,0,0,2,0,2,2,1,19,9,0,0,0,0,0,0,0,5,0,3,0,16,0,0,1,768,123,25,149,186,302,214,22,113,38,575,66,791,270,93,1217,309,1087,2457,392,98,127,146,19,85,1082,13,73,11,0,2,0,0,137,2,0,1,0,0,0,0,106,0,0,0,0,8,0,2,11,0,0,0,4,0,0,0,1,0,0,7,0,3,0,43,62,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-21,WI,11110,19,0,3,41,2,0,0,8,0,3,4,0,0,2,0,2,2,1,19,9,0,0,0,0,0,0,0,5,0,3,0,16,0,0,1,760,122,25,147,182,299,215,23,113,37,555,64,799,274,91,1212,324,1111,2496,420,98,121,146,18,84,1110,13,76,11,0,2,0,0,139,2,0,1,0,0,0,0,104,0,0,0,0,8,0,2,11,0,0,0,4,0,0,0,1,0,0,7,0,3,0,41,62,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-22,WI,11131,20,0,3,39,2,0,0,8,0,4,4,0,0,2,0,2,2,1,18,9,0,0,0,0,0,0,0,5,0,3,0,16,0,0,1,747,121,24,144,177,294,216,23,112,35,532,61,803,276,89,1198,338,1128,2518,446,98,114,146,17,82,1131,13,79,11,0,2,0,0,140,2,0,1,0,0,0,0,100,0,0,0,0,7,0,2,11,0,0,0,4,0,0,0,1,0,0,7,0,3,0,39,61,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-23,WI,12936,23,0,3,44,2,0,0,9,0,4,5,0,0,3,0,2,3,2,21,11,0,0,0,0,0,0,0,5,0,3,0,19,0,0,2,851,138,27,164,199,336,250,27,129,39,590,67,936,323,101,1374,408,1328,2947,547,114,125,170,19,93,1337,16,95,13,0,2,0,0,164,2,0,1,0,0,0,0,113,0,0,0,0,9,0,2,13,0,0,0,5,0,0,0,1,0,0,8,0,3,0,43,70,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-24,WI,13817,24,0,4,44,2,0,0,9,0,4,5,0,0,3,0,2,3,2,22,11,0,0,0,0,0,0,0,6,0,3,0,20,0,0,2,891,145,28,171,205,352,267,29,137,40,601,67,1002,347,104,1449,452,1437,3170,615,121,125,181,19,97,1452,17,105,14,0,2,0,0,176,2,0,1,0,0,0,0,116,0,0,0,0,9,0,2,14,0,0,0,5,0,0,0,1,0,0,8,0,3,0,43,74,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-25,WI,14638,26,0,4,45,2,0,0,8,0,5,5,0,0,3,0,2,3,2,23,12,0,0,0,0,0,0,0,6,0,4,0,21,0,0,2,925,152,29,177,210,366,283,31,143,40,605,67,1065,370,108,1514,496,1541,3382,684,128,123,191,18,101,1563,18,115,15,0,2,0,0,188,2,0,1,0,0,0,0,119,0,0,0,0,10,0,2,14,0,0,0,5,0,0,0,1,0,0,9,0,3,0,43,77,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-26,WI,15409,27,0,4,44,2,0,0,8,0,5,6,0,0,3,0,2,3,2,24,13,0,0,0,0,0,0,0,6,0,4,0,22,0,0,2,953,158,30,182,214,377,297,33,150,41,603,66,1124,392,110,1572,540,1643,3585,755,134,119,200,18,104,1672,20,125,16,0,2,0,0,199,2,0,1,0,0,0,0,121,0,0,0,0,10,0,2,15,0,0,0,5,0,0,0,1,0,0,9,0,4,0,42,80,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-27,WI,15829,28,0,4,43,2,0,0,8,0,5,6,0,0,4,0,2,3,2,24,13,0,0,0,0,0,0,0,6,0,4,0,23,0,0,2,958,160,29,182,212,380,305,34,152,40,585,63,1158,406,110,1593,574,1709,3708,811,138,113,205,17,104,1745,20,132,17,0,2,0,0,206,2,0,1,0,0,0,0,119,0,0,0,0,10,0,2,16,0,0,0,5,0,0,0,1,0,0,9,0,4,0,41,81,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-28,WI,16295,29,0,4,42,2,0,0,7,0,5,6,0,0,4,0,2,3,2,25,13,0,0,0,0,0,0,0,7,0,4,0,23,0,0,2,965,162,29,183,210,383,314,36,155,39,567,60,1195,420,109,1617,610,1781,3843,871,141,106,210,16,104,1825,21,140,17,0,2,0,0,213,2,0,1,0,0,0,0,118,0,0,0,0,10,0,2,16,0,0,0,5,0,0,0,1,0,0,10,0,4,0,39,82,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-29,WI,16819,30,0,4,40,2,0,0,7,0,5,6,0,0,4,0,2,3,2,25,14,0,0,0,0,0,0,0,7,0,4,0,24,0,0,2,974,164,29,184,208,387,324,37,158,38,549,58,1237,436,109,1645,649,1860,3993,937,145,98,217,15,105,1912,22,148,18,0,2,0,0,221,3,0,1,0,0,0,0,117,0,0,0,0,11,0,2,16,0,0,0,5,0,0,0,1,0,0,10,0,4,0,37,84,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-30,WI,15578,27,0,4,35,2,0,0,6,0,5,6,0,0,3,0,2,3,2,23,13,0,0,0,0,0,0,0,6,0,4,0,22,0,0,2,882,150,26,166,185,351,300,35,145,33,475,49,1149,407,98,1502,620,1744,3724,903,134,81,200,12,94,1798,21,141,17,0,2,0,0,206,2,0,1,0,0,0,0,104,0,0,0,0,10,0,2,15,0,0,0,4,0,0,0,1,0,0,9,0,3,0,31,77,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01,WI,15010,26,0,3,31,2,0,0,5,0,5,5,0,0,3,0,2,3,2,22,12,0,0,0,0,0,0,0,6,0,4,0,21,0,0,2,830,142,24,156,171,331,288,34,138,30,425,43,1110,394,91,1426,615,1700,3612,904,129,69,192,10,88,1758,20,140,16,0,2,0,0,200,2,0,1,0,0,0,0,95,0,0,0,0,9,0,2,15,0,0,0,4,0,0,0,1,0,0,9,0,3,0,27,73,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02,WI,14972,26,0,3,29,2,0,0,4,0,5,5,0,0,3,0,2,3,2,21,12,0,0,0,0,0,0,0,6,0,4,0,21,0,0,1,808,140,23,151,163,322,287,34,137,28,391,38,1110,395,88,1402,631,1716,3627,935,128,59,191,9,86,1780,21,143,16,0,2,0,0,201,2,0,1,0,0,0,0,91,0,0,0,0,9,0,2,15,0,0,0,4,0,0,0,1,0,0,9,0,3,0,24,71,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03,WI,15455,27,0,3,27,2,0,0,4,0,5,6,0,0,3,0,2,3,2,22,12,0,0,0,0,0,0,0,6,0,4,0,22,0,0,2,814,142,23,152,160,325,296,36,140,27,370,35,1149,411,87,1425,669,1791,3769,1000,132,51,197,8,86,1864,22,151,17,0,2,0,0,208,2,0,1,0,0,0,0,89,0,0,0,0,9,0,2,15,0,0,0,4,0,0,0,1,0,0,9,0,3,0,22,73,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-04,WI,16033,28,0,3,25,2,0,0,3,0,5,6,0,0,4,0,2,3,2,22,13,0,0,0,0,0,0,0,6,0,4,0,23,0,0,2,823,145,23,153,158,330,307,38,143,25,349,32,1195,429,87,1456,713,1880,3935,1073,136,43,203,6,86,1961,23,161,17,0,2,0,0,217,2,0,1,0,0,0,0,87,0,0,0,0,10,0,2,16,0,0,0,4,0,0,0,1,0,0,10,0,3,0,20,74,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-05,WI,15877,28,0,3,23,2,0,0,2,0,5,6,0,0,4,0,2,3,2,21,13,0,0,0,0,0,0,0,6,0,4,0,23,0,0,1,794,141,22,147,149,319,304,38,140,23,311,27,1186,427,83,1419,725,1883,3922,1098,135,32,201,5,83,1970,23,163,17,0,2,0,0,217,2,0,1,0,0,0,0,82,0,0,0,0,9,0,2,16,0,0,0,4,0,0,0,1,0,0,10,0,3,0,16,72,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-06,WI,15541,27,0,3,20,2,0,0,2,0,5,6,0,0,3,0,2,2,2,21,13,0,0,0,0,0,0,0,6,0,4,0,22,0,0,1,757,136,21,139,138,304,297,37,136,21,271,22,1164,420,78,1367,728,1863,3864,1110,131,22,196,3,79,1955,23,164,17,0,2,0,0,213,2,14,1,29,0,0,0,76,0,0,0,0,9,0,2,15,0,0,0,3,0,0,0,1,0,0,9,0,3,0,13,70,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
