Index	Wastewater Treatment Plant	County	Date	Population Served	Viral Gene Copies Per Person	Viral Gene Copies/L
5,543	Spruce Pine (CDC Contract)	Mitchell	6/29/2022	3,500	600,621,810	933,341
5,544	Spruce Pine (CDC Contract)	Mitchell	6/27/2022	3,500	455,307,702	840,279
5,545	Spruce Pine (CDC Contract)	Mitchell	6/22/2022	3,500	758,276,115	1,348,281
5,546	Spruce Pine (CDC Contract)	Mitchell	6/20/2022	3,500	198,537,843	357,834
5,547	Spruce Pine (CDC Contract)	Mitchell	6/15/2022	3,500	518,629,805	700,041
5,548	Spruce Pine (CDC Contract)	Mitchell	6/13/2022	3,500	682,183,419	1,115,977
5,549	Spruce Pine (CDC Contract)	Mitchell	6/8/2022	3,500	742,817,579	1,313,218
5,550	Spruce Pine (CDC Contract)	Mitchell	6/6/2022	3,500	769,739,068	1,350,483
5,551	Spruce Pine (CDC Contract)	Mitchell	6/1/2022	3,500	1,380,823,574	1,702,289
5,552	Spruce Pine (CDC Contract)	Mitchell	5/31/2022	3,500	457,478,277	591,590
5,553	Spruce Pine (CDC Contract)	Mitchell	5/25/2022	3,500	835,171,307	885,555
5,554	Spruce Pine (CDC Contract)	Mitchell	5/23/2022	3,500	769,391,753	936,031
5,555	Town of Beaufort	Carteret	5/17/2023	3,500	2,159,495	2,243
5,556	Town of Beaufort	Carteret	5/13/2023	3,500	24,812,102	22,059
5,557	Town of Beaufort	Carteret	5/10/2023	3,500	1,146,866	0
5,558	Town of Beaufort	Carteret	5/6/2023	3,500	4,888,521	4,860
5,559	Town of Beaufort	Carteret	5/3/2023	3,500	58,065,452	47,511
5,560	Town of Beaufort	Carteret	4/29/2023	3,500	715,054	0
5,561	Town of Beaufort	Carteret	4/26/2023	3,500	15,547,649	15,625
5,562	Town of Beaufort	Carteret	4/22/2023	3,500	2,689,016	2,858
5,563	Town of Beaufort	Carteret	4/19/2023	3,500	6,685,071	6,506
5,564	Town of Beaufort	Carteret	4/12/2023	3,500	6,935,905	5,625
5,565	Town of Beaufort	Carteret	4/8/2023	3,500	234,577	0
5,566	Town of Beaufort	Carteret	4/4/2023	3,500	1,782,079	0
5,567	Town of Beaufort	Carteret	4/1/2023	3,500	1,397,409	0
5,568	Town of Beaufort	Carteret	3/29/2023	3,500	2,802,150	2,847
5,569	Town of Beaufort	Carteret	3/25/2023	3,500	1,140,984	0
5,570	Town of Beaufort	Carteret	3/22/2023	3,500	14,634,410	17,128
5,571	Town of Beaufort	Carteret	3/18/2023	3,500	19,098,688	18,988
5,572	Town of Beaufort	Carteret	3/15/2023	3,500	14,619,131	14,080
5,573	Town of Beaufort	Carteret	3/11/2023	3,500	19,758,383	23,421
5,574	Town of Beaufort	Carteret	3/8/2023	3,500	7,000,582	7,036
5,575	Town of Beaufort	Carteret	3/4/2023	3,500	5,811,056	6,633
5,576	Town of Beaufort	Carteret	3/1/2023	3,500	9,206,385	9,354
5,577	Town of Beaufort	Carteret	2/25/2023	3,500	31,079,339	32,288
5,578	Town of Beaufort	Carteret	2/22/2023	3,500	28,683,324	26,870
5,579	Town of Beaufort	Carteret	2/18/2023	3,500	22,779,430	19,323
5,580	Town of Beaufort	Carteret	2/15/2023	3,500	22,358,963	14,063
5,581	Town of Beaufort	Carteret	2/11/2023	3,500	44,805,308	37,525
5,582	Town of Beaufort	Carteret	2/8/2023	3,500	29,012,393	22,096
5,583	Town of Beaufort	Carteret	2/4/2023	3,500	11,676,835	7,734
5,584	Town of Beaufort	Carteret	2/1/2023	3,500	20,518,764	13,360
5,585	Town of Beaufort	Carteret	1/28/2023	3,500	5,097,682	3,571
5,586	Town of Beaufort	Carteret	1/25/2023	3,500	8,646,020	6,447
5,587	Town of Beaufort	Carteret	1/21/2023	3,500	8,912,487	10,173
5,588	Town of Beaufort	Carteret	1/18/2023	3,500	22,040,428	24,852
5,589	Town of Beaufort	Carteret	1/14/2023	3,500	14,858,995	15,792
5,590	Town of Beaufort	Carteret	1/11/2023	3,500	146,036,323	168,782
5,591	Town of Beaufort	Carteret	1/7/2023	3,500	82,501,142	94,174
5,592	Town of Beaufort	Carteret	12/31/2022	3,500	63,443,566	61,104
5,593	Town of Beaufort	Carteret	12/24/2022	3,500	35,218,783	29,875
5,594	Town of Beaufort	Carteret	12/21/2022	3,500	17,182,190	18,473
5,595	Town of Beaufort	Carteret	12/17/2022	3,500	6,379,430	13,798
5,596	Town of Beaufort	Carteret	12/14/2022	3,500	77,861,908	101,396
5,597	Town of Beaufort	Carteret	12/10/2022	3,500	19,182,022	24,980
5,598	Town of Beaufort	Carteret	12/7/2022	3,500	34,731,972	43,396
5,599	Town of Beaufort	Carteret	12/3/2022	3,500	23,813,769	28,595
5,600	Town of Beaufort	Carteret	11/30/2022	3,500	3,453,377	4,257
5,601	Town of Beaufort	Carteret	11/23/2022	3,500	4,617,092	9,083
5,602	Town of Beaufort	Carteret	11/19/2022	3,500	2,259,428	4,541
5,603	Town of Beaufort	Carteret	11/16/2022	3,500	5,207,283	6,595
5,604	Town of Beaufort	Carteret	11/11/2022	3,500	1,607,660	0
5,605	Town of Beaufort	Carteret	11/9/2022	3,500	234,577	0
5,606	Town of Beaufort	Carteret	11/5/2022	3,500	234,577	0
5,607	Town of Beaufort	Carteret	11/2/2022	3,500	64,406,609	77,339
5,608	Town of Beaufort	Carteret	10/29/2022	3,500	22,443,747	26,268
5,609	Town of Beaufort	Carteret	10/26/2022	3,500	22,153,615	24,385
5,610	Town of Beaufort	Carteret	10/22/2022	3,500	64,593,478	68,648
5,611	Town of Beaufort	Carteret	10/19/2022	3,500	10,119,913	9,747
5,612	Town of Beaufort	Carteret	10/15/2022	3,500	6,039,971	5,123
5,613	Town of Beaufort	Carteret	10/12/2022	3,500	337,405	0
5,614	Town of Beaufort	Carteret	10/8/2022	3,500	7,923,497	6,977
5,615	Town of Beaufort	Carteret	10/5/2022	3,500	5,361,661	3,873
5,616	Town of Beaufort	Carteret	10/1/2022	3,500	29,971,692	35,990
5,617	Town of Beaufort	Carteret	9/28/2022	3,500	11,210,211	13,638
5,618	Town of Beaufort	Carteret	9/24/2022	3,500	11,059,123	11,489
5,619	Town of Beaufort	Carteret	9/21/2022	3,500	1,631,372	0
5,620	Town of Beaufort	Carteret	9/17/2022	3,500	5,915,467	6,010
5,621	Town of Beaufort	Carteret	9/14/2022	3,500	17,906,925	14,031
5,622	Town of Beaufort	Carteret	9/10/2022	3,500	13,273,020	16,363
5,623	Town of Beaufort	Carteret	9/8/2022	3,500	418,970	0
5,624	Town of Beaufort	Carteret	9/3/2022	3,500	1,190,523	0
5,625	Town of Beaufort	Carteret	8/31/2022	3,500	29,255,732	26,010
5,626	Town of Beaufort	Carteret	8/27/2022	3,500	15,154,592	16,882
5,627	Town of Beaufort	Carteret	8/24/2022	3,500	21,076,079	23,199
5,628	Town of Beaufort	Carteret	8/20/2022	3,500	21,032,776	26,280
5,629	Town of Beaufort	Carteret	8/17/2022	3,500	30,524,211	31,014
5,630	Town of Beaufort	Carteret	8/13/2022	3,500	18,255,394	21,366
5,631	Town of Beaufort	Carteret	8/10/2022	3,500	37,329,999	41,090
5,632	Town of Beaufort	Carteret	8/6/2022	3,500	41,716,052	38,189
5,633	Town of Beaufort	Carteret	8/3/2022	3,500	9,189,137	8,496
5,634	Town of Beaufort	Carteret	7/30/2022	3,500	19,052,823	16,311
5,635	Town of Beaufort	Carteret	7/27/2022	3,500	13,000,802	9,247
5,636	Town of Beaufort	Carteret	7/23/2022	3,500	31,823,191	23,729
5,637	Town of Beaufort	Carteret	7/20/2022	3,500	16,651,052	7,062
5,638	Town of Beaufort	Carteret	7/16/2022	3,500	29,178,286	18,735
5,639	Town of Beaufort	Carteret	7/13/2022	3,500	45,176,277	30,713
5,640	Town of Beaufort	Carteret	7/9/2022	3,500	46,021,665	46,252
5,641	Town of Beaufort	Carteret	7/6/2022	3,500	22,249,311	17,889
5,642	Town of Beaufort	Carteret	7/2/2022	3,500	19,257,405	26,575
5,643	Town of Beaufort	Carteret	6/29/2022	3,500	231,364	0
5,644	Town of Beaufort	Carteret	6/25/2022	3,500	5,740,843	7,583
5,645	Town of Beaufort	Carteret	6/22/2022	3,500	31,919,832	39,351
5,646	Town of Beaufort	Carteret	6/18/2022	3,500	15,037,972	20,151
5,647	Town of Beaufort	Carteret	6/15/2022	3,500	5,177,000	6,937
5,648	Town of Beaufort	Carteret	6/11/2022	3,500	9,756,423	11,715
5,649	Town of Beaufort	Carteret	6/8/2022	3,500	816,692	0
5,650	Town of Beaufort	Carteret	6/4/2022	3,500	3,974,538	6,805
5,651	Town of Beaufort	Carteret	6/1/2022	3,500	7,877,353	9,220
5,652	Town of Beaufort	Carteret	5/28/2022	3,500	17,620,962	21,437
5,653	Town of Beaufort	Carteret	5/25/2022	3,500	3,602,366	3,873
5,654	Town of Beaufort	Carteret	5/21/2022	3,500	18,200,016	18,908
5,655	Town of Beaufort	Carteret	5/18/2022	3,500	5,881,185	4,943
5,656	Town of Beaufort	Carteret	5/14/2022	3,500	5,137,870	6,169
5,657	Town of Beaufort	Carteret	5/11/2022	3,500	2,315,225	3,102
5,658	Town of Beaufort	Carteret	5/6/2022	3,500	1,614,463	0
5,659	Town of Beaufort	Carteret	5/4/2022	3,500	228,150	0
5,660	Town of Beaufort	Carteret	4/30/2022	3,500	866,233	0
5,661	Town of Beaufort	Carteret	4/27/2022	3,500	241,004	0
5,662	Town of Beaufort	Carteret	4/23/2022	3,500	257,071	0
5,663	Town of Beaufort	Carteret	4/20/2022	3,500	327,765	0
5,664	Town of Beaufort	Carteret	4/16/2022	3,500	3,028,320	3,500
5,665	Town of Beaufort	Carteret	4/13/2022	3,500	269,924	0
5,666	Town of Beaufort	Carteret	4/9/2022	3,500	337,405	0
5,667	Town of Beaufort	Carteret	4/6/2022	3,500	257,071	0
5,668	Town of Beaufort	Carteret	4/2/2022	3,500	1,034,729	0
5,669	Town of Beaufort	Carteret	3/30/2022	3,500	984,895	0
5,670	Town of Beaufort	Carteret	3/26/2022	3,500	273,138	0
5,671	Town of Beaufort	Carteret	3/23/2022	3,500	250,644	0
5,672	Town of Beaufort	Carteret	3/19/2022	3,500	541,814	0
5,673	Town of Beaufort	Carteret	3/16/2022	3,500	279,564	0
5,674	Town of Beaufort	Carteret	3/12/2022	3,500	231,364	0
5,675	Town of Beaufort	Carteret	3/9/2022	3,500	1,395,175	0
5,676	Town of Beaufort	Carteret	3/5/2022	3,500	234,577	0
5,677	Town of Beaufort	Carteret	3/2/2022	3,500	1,041,345	0
5,678	Town of Beaufort	Carteret	2/26/2022	3,500	17,806,479	22,249
5,679	Town of Beaufort	Carteret	2/23/2022	3,500	632,864	0
5,680	Town of Beaufort	Carteret	2/19/2022	3,500	576,546	0
5,681	Town of Beaufort	Carteret	2/16/2022	3,500	16,525,730	24,116
5,682	Town of Beaufort	Carteret	2/12/2022	3,500	56,001,053	38,403
5,683	Town of Beaufort	Carteret	2/10/2022	3,500	66,735,856	64,952
5,684	Town of Beaufort	Carteret	2/5/2022	3,500	68,622,696	72,930
5,685	Town of Beaufort	Carteret	2/2/2022	3,500	61,669,285	67,082
5,686	Town of Beaufort	Carteret	1/29/2022	3,500	47,350,189	44,222
5,687	Town of Beaufort	Carteret	1/26/2022	3,500	340,619	0
5,688	Town of Beaufort	Carteret	1/22/2022	3,500	784,084	0
5,689	Town of Beaufort	Carteret	1/19/2022	3,500	93,229,520	61,135
5,690	Town of Beaufort	Carteret	1/15/2022	3,500	70,383,432	73,951
5,691	Town of Beaufort	Carteret	1/12/2022	3,500	79,039,678	78,581
5,692	Town of Beaufort	Carteret	1/8/2022	3,500	49,967,280	52,500
5,693	Town of Beaufort	Carteret	1/5/2022	3,500	76,093,285	70,356
5,694	Town of Beaufort	Carteret	12/31/2021	3,500	44,243,399	54,544
5,695	Town of Beaufort	Carteret	12/30/2021	3,500	19,315,176	24,464
5,696	Town of Beaufort	Carteret	12/24/2021	3,500	7,833,817	7,706
5,697	Town of Beaufort	Carteret	12/22/2021	3,500	18,725,260	23,717
5,698	Town of Beaufort	Carteret	12/18/2021	3,500	17,613,771	21,429
5,699	Town of Beaufort	Carteret	12/15/2021	3,500	4,942,811	6,529
5,700	Town of Beaufort	Carteret	12/11/2021	3,500	8,741,008	25,770
5,701	Town of Beaufort	Carteret	12/8/2021	3,500	212,083	0
5,702	Town of Beaufort	Carteret	12/4/2021	3,500	8,303,175	11,811
5,703	Town of Beaufort	Carteret	12/1/2021	3,500	12,348,231	17,299
5,704	Town of Beaufort	Carteret	11/25/2021	3,500	7,050,127	9,447
5,705	Town of Beaufort	Carteret	11/24/2021	3,500	7,899,614	10,434
5,706	Town of Beaufort	Carteret	11/20/2021	3,500	17,239,162	22,771
5,707	Town of Beaufort	Carteret	11/17/2021	3,500	8,833,051	10,607
5,708	Town of Beaufort	Carteret	11/13/2021	3,500	1,000,240	0
5,709	Town of Beaufort	Carteret	11/10/2021	3,500	2,876,258	3,092
5,710	Town of Beaufort	Carteret	11/6/2021	3,500	7,283,920	8,746
5,711	Town of Beaufort	Carteret	11/3/2021	3,500	2,698,558	0
5,712	Town of Beaufort	Carteret	10/30/2021	3,500	78,263,844	97,788
5,713	Town of Beaufort	Carteret	10/27/2021	3,500	237,790	0
5,714	Town of Beaufort	Carteret	10/23/2021	3,500	250,644	0
5,715	Town of Beaufort	Carteret	10/20/2021	3,500	53,119,502	53,385
5,716	Town of Beaufort	Carteret	10/18/2021	3,500	8,851,282	9,093
5,717	Town of Beaufort	Carteret	10/13/2021	3,500	19,982,161	15,021
5,718	Town of Beaufort	Carteret	10/9/2021	3,500	9,741,093	11,258
5,719	Town of Beaufort	Carteret	10/7/2021	3,500	9,863,795	12,845
5,720	Town of Beaufort	Carteret	10/1/2021	3,500	21,728,756	26,787
5,721	Town of Beaufort	Carteret	9/29/2021	3,500	15,103,920	17,241
5,722	Town of Beaufort	Carteret	9/25/2021	3,500	12,984,557	12,377
5,723	Town of Beaufort	Carteret	9/22/2021	3,500	13,491,063	15,992
5,724	Town of Beaufort	Carteret	9/18/2021	3,500	21,071,812	26,689
5,725	Town of Beaufort	Carteret	9/15/2021	3,500	9,263,985	9,624
5,726	Town of Beaufort	Carteret	9/11/2021	3,500	10,686,344	11,489
5,727	Town of Beaufort	Carteret	9/9/2021	3,500	260,284	0
5,728	Town of Beaufort	Carteret	9/4/2021	3,500	961,163	0
5,729	Town of Beaufort	Carteret	9/1/2021	3,500	12,808,255	13,770
5,730	Town of Beaufort	Carteret	8/31/2021	3,500	31,043,447	35,004
5,731	Town of Beaufort	Carteret	8/25/2021	3,500	6,435,180	5,000
5,732	Town of Beaufort	Carteret	8/21/2021	3,500	26,342,877	28,322
5,733	Town of Beaufort	Carteret	8/19/2021	3,500	282,135	0
5,734	Town of Beaufort	Carteret	8/18/2021	3,500	2,475,549	2,598
5,735	Town of Beaufort	Carteret	8/11/2021	3,500	26,048,755	19,268
5,736	Town of Beaufort	Carteret	8/7/2021	3,500	27,726,158	14,992
5,737	Town of Beaufort	Carteret	8/4/2021	3,500	8,221,857	9,526
5,738	Town of Beaufort	Carteret	7/31/2021	3,500	10,665,395	12,070
5,739	Town of Beaufort	Carteret	7/28/2021	3,500	11,685,028	14,031
5,740	Town of Beaufort	Carteret	7/24/2021	3,500	6,789,385	6,750
5,741	Town of Beaufort	Carteret	7/21/2021	3,500	285,991	0
5,742	Town of Beaufort	Carteret	7/17/2021	3,500	263,497	0
5,743	Town of Beaufort	Carteret	7/14/2021	3,500	208,870	0
5,744	Town of Beaufort	Carteret	7/10/2021	3,500	21,048,370	18,188
5,745	Town of Beaufort	Carteret	7/7/2021	3,500	343,832	0
5,746	Town of Beaufort	Carteret	7/3/2021	3,500	343,832	0
5,747	Town of Beaufort	Carteret	6/30/2021	3,500	1,459,254	0
5,748	Town of Beaufort	Carteret	6/26/2021	3,500	342,225	0
5,749	Town of Beaufort	Carteret	6/22/2021	3,500	1,583,574	0
5,750	Town of Beaufort	Carteret	6/18/2021	3,500	5,453,637	4,802
5,751	Town of Beaufort	Carteret	6/15/2021	3,500	11,695,399	8,944
5,752	Town of Beaufort	Carteret	6/11/2021	3,500	18,375,796	15,062
5,753	Town of Beaufort	Carteret	6/9/2021	3,500	11,223,312	10,589
5,754	Town of Beaufort	Carteret	6/8/2021	3,500	4,466,772	3,500
5,755	Town of Beaufort	Carteret	6/1/2021	3,500	269,924	0
5,756	Town of Beaufort	Carteret	5/28/2021	3,500	205,657	0
5,757	Town of Beaufort	Carteret	5/25/2021	3,500	212,083	0
5,758	Town of Beaufort	Carteret	5/21/2021	3,500	218,510	0
5,759	Town of Beaufort	Carteret	5/18/2021	3,500	218,510	0
5,760	Town of Beaufort	Carteret	5/14/2021	3,500	253,857	0
5,761	Town of Beaufort	Carteret	5/12/2021	3,500	221,723	0
5,762	Town of Beaufort	Carteret	5/7/2021	3,500	253,857	0
5,763	Town of Beaufort	Carteret	5/4/2021	3,500	224,937	0
5,764	Town of Beaufort	Carteret	4/30/2021	3,500	215,297	0
5,765	Town of Beaufort	Carteret	4/27/2021	3,500	234,577	0
5,766	Town of Beaufort	Carteret	4/24/2021	3,500	228,150	0
5,767	Town of Beaufort	Carteret	4/21/2021	3,500	234,577	0
5,768	Town of Beaufort	Carteret	4/16/2021	3,500	289,205	0
5,769	Town of Beaufort	Carteret	4/13/2021	3,500	253,857	0
5,770	Town of Beaufort	Carteret	4/10/2021	3,500	253,857	0
5,771	Town of Beaufort	Carteret	4/6/2021	3,500	253,857	0
5,772	Town of Beaufort	Carteret	4/1/2021	3,500	212,083	0
5,773	Town of Beaufort	Carteret	3/30/2021	3,500	273,138	0
5,774	Town of Beaufort	Carteret	3/26/2021	3,500	772,587	0
5,775	Town of Beaufort	Carteret	3/23/2021	3,500	334,192	0
5,776	Town of Beaufort	Carteret	3/19/2021	3,500	311,698	0
5,777	Town of Beaufort	Carteret	3/16/2021	3,500	282,778	0
5,778	Town of Beaufort	Carteret	3/12/2021	3,500	279,564	0
5,779	Town of Beaufort	Carteret	3/9/2021	3,500	1,220,028	0
5,780	Town of Beaufort	Carteret	3/5/2021	3,500	2,363,094	0
5,781	Town of Beaufort	Carteret	3/2/2021	3,500	16,185,201	13,856
5,782	Town of Beaufort	Carteret	2/26/2021	3,500	7,151,996	5,087
5,783	Town of Beaufort	Carteret	2/23/2021	3,500	498,074	0
5,784	Town of Beaufort	Carteret	2/19/2021	3,500	2,501,159	0
5,785	Town of Beaufort	Carteret	2/16/2021	3,500	20,728,763	10,473
5,786	Town of Beaufort	Carteret	2/12/2021	3,500	14,641,367	10,103
5,787	Town of Beaufort	Carteret	2/9/2021	3,500	6,593,971	4,763
5,788	Town of Beaufort	Carteret	2/5/2021	3,500	226,637	0
5,789	Town of Beaufort	Carteret	2/2/2021	3,500	3,154,894	0
5,790	Town of Beaufort	Carteret	1/29/2021	3,500	7,132,419	4,677
5,791	Town of Beaufort	Carteret	1/26/2021	3,500	295,631	0
5,792	Town of Beaufort	Carteret	1/22/2021	3,500	5,343,172	5,745
5,793	Town of Beaufort	Carteret	1/20/2021	3,500	289,205	0
5,794	Town of Beaufort	Carteret	1/15/2021	3,500	4,461,917	3,929
5,795	Town of Beaufort	Carteret	1/12/2021	3,500	330,979	0
5,796	Town of Beaufort	Carteret	1/8/2021	3,500	318,125	0
5,797	Town of Beaufort	Carteret	1/5/2021	3,500	311,698	0
5,798	Town of Boone (CDC Contract)	Watauga	5/16/2023	26,000	84,887,613	323,917
5,799	Town of Boone (CDC Contract)	Watauga	5/11/2023	26,000	72,020,407	260,354
5,800	Town of Boone (CDC Contract)	Watauga	5/9/2023	26,000	120,622,286	436,049
5,801	Town of Boone (CDC Contract)	Watauga	5/4/2023	26,000	123,475,079	446,362
5,802	Town of Boone (CDC Contract)	Watauga	5/2/2023	26,000	71,730,970	250,093
5,803	Town of Boone (CDC Contract)	Watauga	4/27/2023	26,000	70,198,983	253,769
5,804	Town of Boone (CDC Contract)	Watauga	4/25/2023	26,000	57,514,874	219,467
5,805	Town of Boone (CDC Contract)	Watauga	4/20/2023	26,000	202,549,370	772,894
5,806	Town of Boone (CDC Contract)	Watauga	4/18/2023	26,000	48,525,194	166,648
5,807	Town of Boone (CDC Contract)	Watauga	4/13/2023	26,000	130,546,603	448,329
5,808	Town of Boone (CDC Contract)	Watauga	4/11/2023	26,000	94,983,535	326,197
5,809	Town of Boone (CDC Contract)	Watauga	4/6/2023	26,000	101,010,390	346,895
5,810	Town of Boone (CDC Contract)	Watauga	4/4/2023	26,000	45,373,995	164,027
5,811	Town of Boone (CDC Contract)	Watauga	3/30/2023	26,000	78,932,234	301,192
5,812	Town of Boone (CDC Contract)	Watauga	3/28/2023	26,000	121,231,282	462,598
5,813	Town of Boone (CDC Contract)	Watauga	3/23/2023	26,000	132,547,224	413,818
5,814	Town of Boone (CDC Contract)	Watauga	3/21/2023	26,000	131,831,495	532,638
5,815	Town of Boone (CDC Contract)	Watauga	3/16/2023	26,000	187,618,784	758,034
5,816	Town of Boone (CDC Contract)	Watauga	3/14/2023	26,000	134,697,017	578,229
5,817	Town of Boone (CDC Contract)	Watauga	3/9/2023	26,000	85,502,855	309,093
5,818	Town of Boone (CDC Contract)	Watauga	3/7/2023	26,000	75,766,840	247,811
5,819	Town of Boone (CDC Contract)	Watauga	3/2/2023	26,000	156,478,375	537,385
5,820	Town of Boone (CDC Contract)	Watauga	2/28/2023	26,000	136,684,718	469,409
5,821	Town of Boone (CDC Contract)	Watauga	2/23/2023	26,000	208,389,391	753,327
5,822	Town of Boone (CDC Contract)	Watauga	2/21/2023	26,000	242,525,695	832,893
5,823	Town of Boone (CDC Contract)	Watauga	2/16/2023	26,000	239,305,184	865,088
5,824	Town of Boone (CDC Contract)	Watauga	2/14/2023	26,000	252,907,299	827,187
5,825	Town of Boone (CDC Contract)	Watauga	2/9/2023	26,000	411,325,415	1,569,548
5,826	Town of Boone (CDC Contract)	Watauga	2/7/2023	26,000	345,168,493	1,247,783
5,827	Town of Boone (CDC Contract)	Watauga	2/2/2023	26,000	482,102,943	1,655,661
5,828	Town of Boone (CDC Contract)	Watauga	1/31/2023	26,000	643,807,930	1,579,283
5,829	Town of Boone (CDC Contract)	Watauga	1/26/2023	26,000	603,322,621	1,973,294
5,830	Town of Boone (CDC Contract)	Watauga	1/24/2023	26,000	461,196,433	1,508,441
5,831	Town of Boone (CDC Contract)	Watauga	1/19/2023	26,000	406,702,468	1,551,908
5,832	Town of Boone (CDC Contract)	Watauga	1/17/2023	26,000	338,393,554	1,150,621
5,833	Town of Boone (CDC Contract)	Watauga	1/12/2023	26,000	247,643,638	966,443
5,834	Town of Boone (CDC Contract)	Watauga	1/10/2023	26,000	232,007,817	995,965
5,835	Town of Boone (CDC Contract)	Watauga	1/5/2023	26,000	391,503,952	1,581,790
5,836	Town of Boone (CDC Contract)	Watauga	1/3/2023	26,000	354,878,395	1,468,362
5,837	Town of Boone (CDC Contract)	Watauga	12/27/2022	26,000	509,227,285	1,943,125
5,838	Town of Boone (CDC Contract)	Watauga	12/20/2022	26,000	911,755,985	3,683,760
5,839	Town of Boone (CDC Contract)	Watauga	12/15/2022	26,000	541,217,151	1,770,165
5,840	Town of Boone (CDC Contract)	Watauga	12/13/2022	26,000	405,180,676	1,464,727
5,841	Town of Boone (CDC Contract)	Watauga	12/8/2022	26,000	354,840,835	1,269,387
5,842	Town of Boone (CDC Contract)	Watauga	12/6/2022	26,000	474,775,545	1,716,312
5,843	Town of Boone (CDC Contract)	Watauga	12/1/2022	26,000	669,746,856	2,190,549
5,844	Town of Boone (CDC Contract)	Watauga	11/29/2022	26,000	127,890,271	457,507
5,845	Town of Boone (CDC Contract)	Watauga	11/22/2022	26,000	157,461,225	578,354
5,846	Town of Boone (CDC Contract)	Watauga	11/17/2022	26,000	285,262,957	933,013
5,847	Town of Boone (CDC Contract)	Watauga	11/15/2022	26,000	369,824,716	1,358,363
5,848	Town of Boone (CDC Contract)	Watauga	11/10/2022	26,000	105,565,320	381,618
5,849	Town of Boone (CDC Contract)	Watauga	11/8/2022	26,000	210,521,437	761,034
5,850	Town of Boone (CDC Contract)	Watauga	11/3/2022	26,000	332,406,954	1,261,401
5,851	Town of Boone (CDC Contract)	Watauga	11/1/2022	26,000	158,170,759	571,787
5,852	Town of Boone (CDC Contract)	Watauga	10/27/2022	26,000	268,714,330	1,025,368
5,853	Town of Boone (CDC Contract)	Watauga	10/25/2022	26,000	142,763,965	576,808
5,854	Town of Boone (CDC Contract)	Watauga	10/20/2022	26,000	47,763,267	181,250
5,855	Town of Boone (CDC Contract)	Watauga	10/18/2022	26,000	190,537,620	817,942
5,856	Town of Boone (CDC Contract)	Watauga	10/13/2022	26,000	220,333,852	840,757
5,857	Town of Boone (CDC Contract)	Watauga	10/11/2022	26,000	169,834,081	686,179
