Date,Region,Total_State_Infections,SW.2,XFG.1.1,RW.1.1,XFG.6,XFG,RV.1,RK.1,RF.5.4,LF.7.9,XFG.14.1,XFZ,NB.1.8.1,BA.3.2,XFG.23.1.3,XFG.2.5.1,PQ.2.8.1,LF.7,PQ.17,XFJ,PQ.2.1.6,Other,XFV,XFG.10.4,NW.1,BQ.1.1,XFY,XFC,PQ.17.11,KP.3.1.1,XFG.1,XEC,MC.1,LP.8.1,KP.3,JN.1,JN.1.7,B.1.1.529,XDV.1,PA.1,JN.1.16.1,BA.5,BA.2,XEC.4,XBB.1.5,XBB.1.16,LF.7.7.2,MC.10.1,LF.7.7.1,LF.7.2.1,KP.1.1.3,JN.1.16,XEK,MC.28.1,HV.1,EG.5,XEQ,LB.1.3.1,KP.2.3,JN.1.18,BQ.1,MC.19,LF.3.1,KS.1,LB.1,KP.1.1,KP.2,JN.1.11.1,LP.1,JN.1.18.6,GK.1.1,KV.2,JN.1.13,HF.1,XBB.1.16.15,KP.2.15,CH.1.1,BA.4.6,KP.4.1,JN.1.8.1,JN.1.32,JG.3,BF.7,XBB.1.9.1,XBB.1.16.11,KW.1.1,KQ.1,KP.1.2,JN.1.13.1,XDP,BA.2.86,BA.2.12.1,XBB.1.5.68,JN.1.4.3,EG.5.1.8,BA.1.1,XBB.2.3,XBB.1.16.6,XBB,JF.1,GE.1,XBB.1.16.1,HK.3,FL.1.5.1,XBB.1.16.17,JD.1.1,GK.2,BA.5.2.6,XBB.1.5.70,XBB.1.9.2,XBB.1.5.72,XBB.1.5.10,XBB.1.42.2,EG.6.1,XBB.2.3.8,XBB.1.5.59,XBB.1.5.1,FD.1.1,BF.11,FE.1.1,BA.2.75,EU.1.1,BA.4,FD.2,B.1.617.2,BN.1,BA.2.75.2
2022-07-25,US,1018788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,0,0,0,26,0,0,0,0,0,0,0,0,0,13,0,1145,0,0,0,684099,36066,0,33,19,0,0,0,0,0,0,0,0,22,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24735,0,0,0,0,680,0,0,0,0,0,0,0,0,162616,36,0,0,264,0,0,49,0,0,0,0,0,0,0,0,363,0,32,0,0,0,0,0,0,0,0,203,0,778,0,106315,0,62,0,0
2022-07-26,US,1005306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0,0,0,25,0,0,0,0,0,0,0,0,0,12,0,1146,0,0,0,686029,33604,0,33,19,0,0,0,0,0,0,0,0,22,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25153,0,0,0,0,709,0,0,0,0,0,0,0,0,151702,36,0,0,257,0,0,48,0,0,0,0,0,0,0,0,371,0,32,0,0,0,0,0,0,0,0,212,0,799,0,103820,0,58,0,0
2022-07-27,US,991824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,0,0,0,25,0,0,0,0,0,0,0,0,0,12,0,1146,0,0,0,687664,31195,0,33,19,0,0,0,0,0,0,0,0,22,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25551,0,0,0,0,738,0,0,0,0,0,0,0,0,141023,36,0,0,250,0,0,48,0,0,0,0,0,0,0,0,379,0,33,0,0,0,0,0,0,0,0,220,0,819,0,101354,0,54,0,0
2022-07-28,US,978342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0,0,0,25,0,0,0,0,0,0,0,0,0,12,0,1145,0,0,0,689004,28840,0,33,19,0,0,0,0,0,0,0,0,22,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25930,0,0,0,0,766,0,0,0,0,0,0,0,0,130580,36,0,0,243,0,0,48,0,0,0,0,0,0,0,0,387,0,33,0,0,0,0,0,0,0,0,228,0,839,0,98918,0,49,0,0
2022-07-29,US,964860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,0,0,0,25,0,0,0,0,0,0,0,0,0,12,0,1144,0,0,0,690049,26537,0,33,19,0,0,0,0,0,0,0,0,22,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26288,0,0,0,0,793,0,0,0,0,0,0,0,0,120371,36,0,0,236,0,0,47,0,0,0,0,0,0,0,0,394,0,33,0,0,0,0,0,0,0,0,236,0,857,0,96510,0,45,0,0
2022-07-30,US,951378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,0,0,0,24,0,0,0,0,0,0,0,0,0,12,0,1143,0,0,0,690801,24288,0,32,19,0,0,0,0,0,0,0,0,21,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26627,0,0,0,0,818,0,0,0,0,0,0,0,0,110397,36,0,0,230,0,0,47,0,0,0,0,0,0,0,0,401,0,33,0,0,0,0,0,0,0,0,243,0,875,0,94132,0,41,0,0
2022-07-31,US,936002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,0,24,0,0,0,0,0,0,0,0,0,12,0,1139,0,0,0,689861,22048,0,32,18,0,0,0,0,0,0,0,0,21,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26891,0,0,0,0,841,0,0,0,0,0,0,0,0,100456,36,0,0,223,0,0,46,0,0,0,0,0,0,0,0,407,0,33,0,0,0,0,0,0,0,0,250,0,890,0,91597,0,37,0,0
2022-08-01,US,920626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,0,0,0,24,0,0,0,0,0,0,0,0,0,12,0,1134,0,0,0,688586,19868,0,32,18,0,0,0,0,0,0,0,0,21,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27132,0,0,0,0,863,0,0,0,0,0,0,0,0,90782,36,0,0,216,0,0,46,0,0,0,0,0,0,0,0,412,0,33,0,0,0,0,0,0,0,0,256,0,904,0,89096,0,33,0,0
2022-08-02,US,905250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,0,0,0,24,0,0,0,0,0,0,0,0,0,11,0,1129,0,0,0,686975,17749,0,31,18,0,0,0,0,0,0,0,0,21,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27350,0,0,0,0,883,0,0,0,0,0,0,0,0,81376,36,0,0,209,0,0,45,0,0,0,0,0,0,0,0,417,0,33,0,0,0,0,0,0,0,0,262,0,917,0,86628,0,29,0,0
2022-08-03,US,889874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,0,0,0,23,0,0,0,0,0,0,0,0,0,11,0,1124,0,0,0,685027,15691,0,31,18,0,0,0,0,0,0,0,0,20,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27546,0,0,0,0,903,0,0,0,0,0,0,0,0,72238,36,0,0,203,0,0,45,0,0,0,0,0,0,0,0,421,0,33,0,0,0,0,0,0,0,0,267,0,929,0,84194,0,25,0,0
2022-08-04,US,874498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,0,0,0,23,0,0,0,0,0,0,0,0,0,11,0,1118,0,0,0,682744,13693,0,31,18,0,0,0,0,0,0,0,0,20,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27719,0,0,0,0,921,0,0,0,0,0,0,0,0,63368,36,0,0,196,0,0,44,0,0,0,0,0,0,0,0,426,0,32,0,0,0,0,0,0,0,0,273,0,940,0,81792,0,22,0,0
2022-08-05,US,859122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,23,0,0,0,0,0,0,0,0,0,11,0,1111,0,0,0,680125,11756,0,30,17,0,0,0,0,0,0,0,0,20,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27869,0,0,0,0,938,0,0,0,0,0,0,0,0,54766,36,0,0,190,0,0,44,0,0,0,0,0,0,0,0,429,0,32,0,0,0,0,0,0,0,0,277,0,951,0,79424,0,18,0,0
2022-08-06,US,843746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,0,0,22,0,0,0,0,0,0,0,0,0,11,0,1104,0,0,0,677158,9880,0,30,17,0,0,0,0,0,0,0,0,20,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27995,0,0,0,0,954,0,0,0,0,0,0,0,0,46432,36,0,0,183,0,0,43,0,0,0,0,0,0,0,0,433,0,32,0,0,0,0,0,0,0,0,282,0,960,0,77088,0,15,0,15
2022-08-07,US,827109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,27,0,0,0,0,0,0,0,0,0,11,0,1068,0,0,0,665574,9415,0,29,17,0,0,0,0,0,0,0,0,19,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28449,0,0,0,0,1065,0,0,0,0,0,0,0,0,44084,35,0,0,179,0,0,42,0,0,0,0,0,0,0,0,435,0,32,0,0,0,0,0,0,0,0,319,0,1012,0,74189,0,15,0,48
2022-08-08,US,810471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,0,0,0,31,0,0,0,0,0,0,0,0,0,10,0,1032,0,0,0,653919,8962,0,29,17,0,0,0,0,0,0,0,0,19,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28861,0,0,0,0,1172,0,0,0,0,0,0,0,0,41793,35,0,0,174,0,0,42,0,0,0,0,0,0,0,0,437,0,32,0,0,0,0,0,0,0,0,354,0,1061,0,71344,0,15,0,80
2022-08-09,US,793834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,0,0,0,36,0,0,0,0,0,0,0,0,0,10,0,997,0,0,0,642193,8519,0,29,16,0,0,0,0,0,0,0,0,19,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29233,0,0,0,0,1273,0,0,0,0,0,0,0,0,39561,35,0,0,170,0,0,41,0,0,0,0,0,0,0,0,438,0,32,0,0,0,0,0,0,0,0,388,0,1107,0,68555,0,14,0,111
2022-08-10,US,777197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,0,0,0,40,0,0,0,0,0,0,0,0,0,10,0,963,0,0,0,630395,8087,0,28,16,0,0,0,0,0,0,0,0,19,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29565,0,0,0,0,1369,0,0,0,0,0,0,0,0,37385,35,0,0,166,0,0,41,0,0,0,0,0,0,0,0,440,0,31,0,0,0,0,0,0,0,0,420,0,1150,0,65822,0,14,0,141
2022-08-11,US,760559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,0,0,0,44,0,0,0,0,0,0,0,0,0,10,0,929,0,0,0,618527,7666,0,28,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29857,0,0,0,0,1459,0,0,0,0,0,0,0,0,35268,34,0,0,161,0,0,40,0,0,0,0,0,0,0,0,440,0,31,0,0,0,0,0,0,0,0,450,0,1191,0,63144,0,14,0,169
2022-08-12,US,743922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,0,0,0,47,0,0,0,0,0,0,0,0,0,10,0,896,0,0,0,606587,7256,0,27,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30108,0,0,0,0,1545,0,0,0,0,0,0,0,0,33208,34,0,0,157,0,0,39,0,0,0,0,0,0,0,0,440,0,31,0,0,0,0,0,0,0,0,479,0,1229,0,60522,0,14,0,195
2022-08-13,US,727284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,0,51,0,0,0,0,0,0,0,0,0,10,0,863,0,0,0,594576,6857,0,27,15,0,0,0,0,0,0,0,0,18,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30318,0,0,0,0,1625,0,0,0,0,0,0,0,0,31206,34,0,0,153,0,0,39,0,0,0,0,0,0,0,0,440,0,30,0,0,0,0,0,0,0,0,505,0,1263,0,57955,0,14,0,221
2022-08-14,US,717058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,0,0,54,0,0,0,0,0,0,0,0,0,9,0,838,0,0,0,587749,6526,0,27,15,0,0,0,0,0,0,0,0,17,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30763,0,0,0,0,1715,0,0,0,0,0,0,0,0,29525,34,0,0,150,0,0,38,0,0,0,0,0,0,0,0,443,0,30,0,0,0,0,0,0,0,0,535,0,1307,0,55944,0,14,0,247
2022-08-15,US,706831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,0,0,0,58,0,0,0,0,0,0,0,0,0,9,0,814,0,0,0,580878,6203,0,26,15,0,0,0,0,0,0,0,0,17,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31183,0,0,0,0,1802,0,0,0,0,0,0,0,0,27880,34,0,0,147,0,0,38,0,0,0,0,0,0,0,0,446,0,30,0,0,0,0,0,0,0,0,564,0,1349,0,53967,0,13,0,272
2022-08-16,US,696605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,0,0,61,0,0,0,0,0,0,0,0,0,9,0,790,0,0,0,573964,5886,0,26,15,0,0,0,0,0,0,0,0,17,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31579,0,0,0,0,1886,0,0,0,0,0,0,0,0,26270,34,0,0,144,0,0,38,0,0,0,0,0,0,0,0,449,0,30,0,0,0,0,0,0,0,0,592,0,1389,0,52024,0,13,0,297
2022-08-17,US,686378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0,0,0,65,0,0,0,0,0,0,0,0,0,9,0,766,0,0,0,567005,5576,0,26,15,0,0,0,0,0,0,0,0,17,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31949,0,0,0,0,1966,0,0,0,0,0,0,0,0,24696,34,0,0,141,0,0,37,0,0,0,0,0,0,0,0,452,0,30,0,0,0,0,0,0,0,0,618,0,1427,0,50116,0,13,0,320
2022-08-18,US,676152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,0,0,0,68,0,0,0,0,0,0,0,0,0,9,0,743,0,0,0,560003,5273,0,26,15,0,0,0,0,0,0,0,0,17,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32295,0,0,0,0,2043,0,0,0,0,0,0,0,0,23157,33,0,0,138,0,0,37,0,0,0,0,0,0,0,0,454,0,30,0,0,0,0,0,0,0,0,644,0,1464,0,48241,0,13,0,343
2022-08-19,US,665925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0,0,0,71,0,0,0,0,0,0,0,0,0,9,0,720,0,0,0,552957,4976,0,25,15,0,0,0,0,0,0,0,0,17,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32616,0,0,0,0,2117,0,0,0,0,0,0,0,0,21653,33,0,0,136,0,0,36,0,0,0,0,0,0,0,0,456,0,30,0,0,0,0,0,0,0,0,669,0,1499,0,46400,0,13,0,365
2022-08-20,US,655699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,0,0,0,74,0,0,0,0,0,0,0,0,0,9,0,697,0,0,0,545868,4686,0,25,15,0,0,0,0,0,0,0,0,16,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32912,0,0,0,0,2188,0,0,0,0,0,0,0,0,20185,33,0,0,133,0,0,36,0,0,0,0,0,0,0,0,458,0,30,0,0,0,0,0,0,0,0,692,0,1532,0,44594,0,13,0,386
2022-08-21,US,652629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0,0,0,78,0,0,0,0,0,0,0,0,0,9,0,683,0,0,0,544708,4451,0,25,15,0,0,0,0,0,0,0,0,16,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33551,0,0,0,0,2281,0,0,0,0,0,0,0,0,18960,33,0,0,132,0,0,36,0,0,0,0,0,0,0,0,464,0,30,0,0,0,0,0,0,0,0,722,0,1581,0,43296,0,13,0,411
2022-08-22,US,649560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928,0,0,0,81,0,0,0,0,0,0,0,0,0,9,0,668,0,0,0,543535,4218,0,25,15,0,0,0,0,0,0,0,0,16,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34182,0,0,0,0,2373,0,0,0,0,0,0,0,0,17746,34,0,0,130,0,0,36,0,0,0,0,0,0,0,0,470,0,30,0,0,0,0,0,0,0,0,753,0,1629,0,42009,0,13,0,435
2022-08-23,US,646490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,0,0,85,0,0,0,0,0,0,0,0,0,9,0,654,0,0,0,542349,3988,0,25,15,0,0,0,0,0,0,0,0,16,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34807,0,0,0,0,2463,0,0,0,0,0,0,0,0,16543,34,0,0,129,0,0,36,0,0,0,0,0,0,0,0,477,0,30,0,0,0,0,0,0,0,0,782,0,1677,0,40732,0,13,0,460
2022-08-24,US,643421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,0,0,0,88,0,0,0,0,0,0,0,0,0,9,0,639,0,0,0,541150,3759,0,25,15,0,0,0,0,0,0,0,0,16,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35423,0,0,0,0,2553,0,0,0,0,0,0,0,0,15350,34,0,0,128,0,0,36,0,0,0,0,0,0,0,0,483,0,31,0,0,0,0,0,0,0,0,812,0,1724,0,39465,0,13,0,484
2022-08-25,US,640351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,0,0,0,92,0,0,0,0,0,0,0,0,0,9,0,625,0,0,0,539938,3532,0,25,15,0,0,0,0,0,0,0,0,16,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36033,0,0,0,0,2642,0,0,0,0,0,0,0,0,14167,34,0,0,126,0,0,36,0,0,0,0,0,0,0,0,489,0,31,0,0,0,0,0,0,0,0,841,0,1770,0,38209,0,13,0,508
2022-08-26,US,637282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,0,0,0,95,0,0,0,0,0,0,0,0,0,9,0,611,0,0,0,538712,3308,0,25,15,0,0,0,0,0,0,0,0,16,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36634,0,0,0,0,2730,0,0,0,0,0,0,0,0,12996,35,0,0,125,0,0,36,0,0,0,0,0,0,0,0,495,0,31,0,0,0,0,0,0,0,0,870,0,1817,0,36963,0,13,0,531
2022-08-27,US,634212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,0,0,0,99,0,0,0,0,0,0,0,0,0,9,0,597,0,0,0,537474,3085,0,25,15,0,0,0,0,0,0,0,0,16,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37229,0,0,0,0,2817,0,0,0,0,0,0,0,0,11835,35,0,0,124,0,0,36,0,0,0,0,0,0,0,0,501,0,31,0,0,0,0,0,0,0,0,898,0,1862,0,35727,0,13,0,555
2022-08-28,US,641013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,0,0,0,104,0,0,0,0,0,0,0,0,0,9,0,592,0,0,0,544608,2909,0,26,15,0,0,0,0,0,0,0,0,17,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38407,0,0,0,0,2948,0,0,0,0,0,0,0,0,10851,36,0,0,124,0,0,37,0,0,0,0,0,0,0,0,515,0,32,0,0,0,0,0,0,0,0,941,0,1937,0,35040,0,14,0,587
2022-08-29,US,647815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,0,0,0,109,0,0,0,0,0,0,0,0,0,9,0,587,0,0,0,551772,2729,0,26,15,0,0,0,0,0,0,0,0,17,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39602,0,0,0,0,3081,0,0,0,0,0,0,0,0,9845,36,0,0,125,0,0,37,0,0,0,0,0,0,0,0,529,0,33,0,0,0,0,0,0,0,0,984,0,2013,0,34331,0,14,0,619
2022-08-30,US,654616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0,0,0,114,0,0,0,0,0,0,0,0,0,9,0,582,0,0,0,558964,2544,0,27,15,0,0,0,0,0,0,0,0,17,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40813,0,0,0,0,3217,0,0,0,0,0,0,0,0,8814,37,0,0,126,0,0,38,0,0,0,0,0,0,0,0,543,0,33,0,0,0,0,0,0,0,0,1028,0,2090,0,33600,0,14,0,653
2022-08-31,US,661417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,0,0,0,119,0,0,0,0,0,0,0,0,0,9,0,576,0,0,0,566186,2355,0,27,16,0,0,0,0,0,0,0,0,17,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42041,0,0,0,0,3354,0,0,0,0,0,0,0,0,7760,38,0,0,126,0,0,38,0,0,0,0,0,0,0,0,558,0,34,0,0,0,0,0,0,0,0,1073,0,2168,0,32845,0,14,0,686
2022-09-01,US,668218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053,0,0,0,125,0,0,0,0,0,0,0,0,0,9,0,570,0,0,0,573437,2161,0,27,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43285,0,0,0,0,3494,0,0,0,0,0,0,0,0,6683,39,0,0,127,0,0,39,0,0,0,0,0,0,0,0,572,0,35,0,0,0,0,0,0,0,0,1118,0,2248,0,32068,0,15,0,721
2022-09-02,US,675019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,0,0,0,130,0,0,0,0,0,0,0,0,0,9,0,564,0,0,0,580717,1963,0,28,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44546,0,0,0,0,3636,0,0,0,0,0,0,0,0,5582,39,0,0,127,0,0,40,0,0,0,0,0,0,0,0,587,0,35,0,0,0,0,0,0,0,0,1165,0,2329,0,31269,0,15,0,756
2022-09-03,US,681820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,0,136,0,0,0,0,0,0,0,0,0,10,0,558,0,0,0,588009,1761,0,28,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45822,0,0,0,0,3780,0,0,0,0,0,0,0,0,4457,40,0,0,128,0,0,40,0,0,0,0,0,0,0,0,602,0,36,0,0,0,0,0,0,0,0,1211,0,2410,0,30445,0,15,20,791
2022-09-04,US,687170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,0,0,0,230,0,0,0,0,0,0,0,0,0,10,0,555,0,0,0,591651,1785,0,29,17,0,0,0,0,0,0,0,0,18,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46920,0,0,0,0,4173,0,0,0,0,0,0,0,0,4354,41,0,0,129,0,0,49,0,0,0,0,0,0,0,0,666,0,37,0,0,0,0,0,0,0,0,1288,0,2530,0,30061,0,15,34,860
2022-09-05,US,692520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,0,0,0,325,0,0,0,0,0,0,0,0,0,10,0,551,0,0,0,595278,1810,0,29,17,0,0,0,0,0,0,0,0,19,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48028,0,0,0,0,4571,0,0,0,0,0,0,0,0,4249,42,0,0,130,0,0,59,0,0,0,0,0,0,0,0,730,0,37,0,0,0,0,0,0,0,0,1365,0,2652,0,29667,0,16,48,929
2022-09-06,US,697870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,0,0,0,422,0,0,0,0,0,0,0,0,0,10,0,548,0,0,0,598891,1834,0,29,17,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49149,0,0,0,0,4975,0,0,0,0,0,0,0,0,4141,42,0,0,131,0,0,69,0,0,0,0,0,0,0,0,795,0,38,0,0,0,0,0,0,0,0,1443,0,2775,0,29263,0,16,63,1000
2022-09-07,US,703220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,0,0,0,521,0,0,0,0,0,0,0,0,0,10,0,544,0,0,0,602488,1859,0,30,17,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50280,0,0,0,0,5385,0,0,0,0,0,0,0,0,4032,43,0,0,133,0,0,78,0,0,0,0,0,0,0,0,862,0,39,0,0,0,0,0,0,0,0,1522,0,2900,0,28849,0,16,78,1072
2022-09-08,US,708570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,0,0,0,621,0,0,0,0,0,0,0,0,0,10,0,541,0,0,0,606070,1884,0,30,17,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51424,0,0,0,0,5800,0,0,0,0,0,0,0,0,3921,44,0,0,134,0,0,88,0,0,0,0,0,0,0,0,929,0,39,0,0,0,0,0,0,0,0,1603,0,3026,0,28425,0,16,93,1144
2022-09-09,US,713920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,0,0,0,722,0,0,0,0,0,0,0,0,0,10,0,537,0,0,0,609636,1909,0,30,18,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52578,0,0,0,0,6221,0,0,0,0,0,0,0,0,3807,45,0,0,135,0,0,98,0,0,0,0,0,0,0,0,997,0,40,0,0,0,0,0,0,0,0,1684,0,3154,0,27992,0,17,108,1218
2022-09-10,US,719270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,0,0,825,0,0,0,0,0,0,0,0,0,10,0,533,0,0,0,613188,1934,0,31,18,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53744,0,0,0,0,6648,0,0,0,0,0,0,0,0,3691,46,0,0,136,0,0,108,0,0,0,0,0,0,0,0,1066,0,41,0,0,0,0,0,0,0,0,1766,0,3284,0,27549,0,17,123,1293
