,Date,sars_cov2_rna [gc/(d*100000 capita)],median_7d_sars_cov2_rna [gc/(d*100000 capita)],new_cases [1/(d*100000 capita)],median_7d_new_cases [1/(d*100000 capita)],"quantification_flag [{Q: >LOQ,D: >LOD,N: <LOD}]",flow [m^3/d]
0,2020-10-01,,,0.8064516048387097,0.8018124838709677,,
1,2020-10-02,,,2.416273056451613,0.8026991774193548,,
2,2020-10-03,,,2.416273056451613,0.8064516048387097,,
3,2020-10-04,,,0.8064516129032259,0.8064516129032259,,
4,2020-10-05,,,10.477651491935484,1.6067396612903226,,
5,2020-10-06,,,15.31209391935484,2.416273056451613,,
6,2020-10-07,,,12.065923451612903,2.416273056451613,,
7,2020-10-08,,,9.654727274193547,9.654727274193547,,
8,2020-10-09,,,8.844418427419354,9.654727274193547,,
9,2020-10-10,,,1.609821435483871,9.654727274193547,,
10,2020-10-11,,,6.793924508064515,9.654727274193547,,
11,2020-10-12,,,23.34911466129032,9.654727274193547,,
12,2020-10-13,,,30.617482072580643,9.654727274193547,,
13,2020-10-14,,,22.5465702016129,9.654727274193547,,
14,2020-10-15,,,33.04338476612903,22.5465702016129,,
15,2020-10-16,,,40.10425605645161,23.34911466129032,,
16,2020-10-17,,,15.293483298387098,23.34911466129032,,
17,2020-10-18,,,16.88561437903226,23.34911466129032,,
18,2020-10-19,,,70.91645990322581,30.617482072580643,,
19,2020-10-20,,,64.33873045967742,33.04338476612903,,
20,2020-10-21,,,74.7209874435484,40.10425605645161,,
21,2020-10-22,,,65.92882947580645,64.33873045967742,,
22,2020-10-23,,,88.4337730483871,65.92882947580645,,
23,2020-10-24,,,49.513125,65.92882947580645,,
24,2020-10-25,,,60.2971054516129,65.92882947580645,,
25,2020-10-26,,,133.7737923951613,65.92882947580645,,
26,2020-10-27,,,123.79833786290322,74.7209874435484,,
27,2020-10-28,,,93.5529176532258,88.4337730483871,,
28,2020-10-29,,,114.58644791935484,93.5529176532258,,
29,2020-10-30,,,91.84261137096772,93.5529176532258,,
30,2020-10-31,,,53.15540880645161,93.5529176532258,,
31,2020-11-01,,,51.32116902419355,93.5529176532258,,
32,2020-11-02,,,142.9165077016129,93.5529176532258,,
33,2020-11-03,,,110.38967496774194,93.5529176532258,,
34,2020-11-04,,,86.07137332258064,91.84261137096772,,
35,2020-11-05,,,108.15917213709676,91.84261137096772,,
36,2020-11-06,,,103.36876,103.36876,,
37,2020-11-07,,,57.51681985483871,103.36876,,
38,2020-11-08,,,22.325586927419355,103.36876,,
39,2020-11-09,,,129.09310158064517,103.36876,,
40,2020-11-10,,,113.84361304032257,103.36876,,
41,2020-11-11,,,89.53277128225807,103.36876,,
42,2020-11-12,,,102.01487768548388,102.01487768548388,,
43,2020-11-13,,,85.35035710483871,89.53277128225807,,
44,2020-11-14,,,38.48643251612903,89.53277128225807,,
45,2020-11-15,,,37.023448846774194,89.53277128225807,,
46,2020-11-16,,,96.91968301612904,89.53277128225807,,
47,2020-11-17,,,62.26877847580646,85.35035710483871,,
48,2020-11-18,,,69.90961682258065,69.90961682258065,,
49,2020-11-19,,,73.2367238467742,69.90961682258065,,
50,2020-11-20,,,56.35139413709678,62.26877847580646,,
51,2020-11-21,,,52.65466068548388,62.26877847580646,,
52,2020-11-22,,,46.511778822580645,62.26877847580646,,
53,2020-11-23,,,85.34553370967741,62.26877847580646,,
54,2020-11-24,,,44.223203814516125,56.35139413709678,,
55,2020-11-25,,,59.92308245967742,56.35139413709678,,
56,2020-11-26,,,81.36388165322582,56.35139413709678,,
57,2020-11-27,,,50.71801609677419,52.65466068548388,,
58,2020-11-28,,,42.1571550483871,50.71801609677419,,
59,2020-11-29,,,31.390215548387097,50.71801609677419,,
60,2020-11-30,,,99.11369883870968,50.71801609677419,,
61,2020-12-01,,,77.48785363709678,59.92308245967742,,
62,2020-12-02,,,71.54785045161289,71.54785045161289,,
63,2020-12-03,,,74.10374833870968,71.54785045161289,,
64,2020-12-04,,,77.8253929435484,74.10374833870968,,
65,2020-12-05,,,39.6337745,74.10374833870968,,
66,2020-12-06,,,25.7506099516129,74.10374833870968,,
67,2020-12-07,,,92.98465747580646,74.10374833870968,,
68,2020-12-08,,,53.13749013709677,71.54785045161289,,
69,2020-12-09,,,127.73077657258064,74.10374833870968,,
70,2020-12-10,,,94.14123746774196,77.8253929435484,,
71,2020-12-11,,,95.6428987983871,92.98465747580646,,
72,2020-12-12,,,55.23568712096775,92.98465747580646,,
73,2020-12-13,,,34.6039250483871,92.98465747580646,,
74,2020-12-14,,,96.9634416451613,94.14123746774196,,
75,2020-12-15,,,81.2550005967742,94.14123746774196,,
76,2020-12-16,,,70.06796437903226,81.2550005967742,,
77,2020-12-17,,,58.326962048387095,70.06796437903226,,
78,2020-12-18,,,56.28204060483871,58.326962048387095,,
79,2020-12-19,,,48.72562986290323,58.326962048387095,,
80,2020-12-20,,,28.384234040322585,58.326962048387095,,
81,2020-12-21,,,87.77421218548388,58.326962048387095,,
82,2020-12-22,,,59.21481746774194,58.326962048387095,,
83,2020-12-23,,,64.3769329032258,58.326962048387095,,
84,2020-12-24,,,33.59260026612903,56.28204060483871,,
85,2020-12-25,,,33.24674450806452,48.72562986290323,,
86,2020-12-26,,,36.65906683870968,36.65906683870968,,
87,2020-12-27,,,28.18506454032257,36.65906683870968,,
88,2020-12-28,,,62.74019494354839,36.65906683870968,,
89,2020-12-29,,,66.2648424516129,36.65906683870968,,
90,2020-12-30,,,64.41069862903225,36.65906683870968,,
91,2020-12-31,,,60.62437666935484,60.62437666935484,,
92,2021-01-01,,,40.17500707258065,60.62437666935484,,
93,2021-01-02,,,41.8299729032258,60.62437666935484,,
94,2021-01-03,,,32.195423620967745,60.62437666935484,,
95,2021-01-04,,,65.28558833064517,60.62437666935484,,
96,2021-01-05,,,53.06483325,53.06483325,,
97,2021-01-06,,,23.348761008064518,41.8299729032258,,
98,2021-01-07,,,44.75630603225807,41.8299729032258,,
99,2021-01-08,,,29.002401314516128,41.8299729032258,,
100,2021-01-09,,,15.240581491935483,32.195423620967745,,
101,2021-01-10,,,11.271689564516128,29.002401314516128,,
102,2021-01-11,,,39.68735993548387,29.002401314516128,,
103,2021-01-12,,,26.80133868548387,26.80133868548387,,
104,2021-01-13,,,20.725015314516128,26.80133868548387,,
105,2021-01-14,,,21.95851910483871,21.95851910483871,,
106,2021-01-15,,,23.588289951612904,21.95851910483871,,
107,2021-01-16,,,15.27880179032258,21.95851910483871,,
108,2021-01-17,,,10.472936725806452,21.95851910483871,,
109,2021-01-18,,,20.127069596774195,20.725015314516128,,
110,2021-01-19,,,10.48623633064516,20.127069596774195,,
111,2021-01-20,,,13.681384225806452,15.27880179032258,,
112,2021-01-21,,,10.46209325,13.681384225806452,,
113,2021-01-22,,,7.953043403225806,10.48623633064516,,
114,2021-01-23,,,6.4440552822580655,10.472936725806452,,
115,2021-01-24,,,6.435265201612904,10.46209325,,
116,2021-01-25,,,9.65896620967742,9.65896620967742,,
117,2021-01-26,,,6.472925370967742,7.953043403225806,,
118,2021-01-27,,,4.840358717741935,6.472925370967742,,
119,2021-01-28,,,8.054017620967741,6.472925370967742,,
120,2021-01-29,,,2.409175822580645,6.4440552822580655,,
121,2021-01-30,,,2.413191274193548,6.435265201612904,,
