,Date,sars_cov2_rna [gc/(d*100000 capita)],median_7d_sars_cov2_rna [gc/(d*100000 capita)],new_cases [1/(d*100000 capita)],median_7d_new_cases [1/(d*100000 capita)],"quantification_flag [{Q: >LOQ,D: >LOD,N: <LOD}]",flow [m^3/d]
0,2020-10-01,,,11.69423748314965,7.469070143944608,,
1,2020-10-02,,,13.986495797649695,7.469070143944608,,
2,2020-10-03,,,9.705912871786811,9.225031936534217,,
3,2020-10-04,,,5.362109976071948,9.225031936534217,,
4,2020-10-05,,,18.58161449052728,9.705912871786811,,
5,2020-10-06,,,19.88310440023817,11.69423748314965,,
6,2020-10-07,,,21.377203755885173,13.986495797649695,,
7,2020-10-08,,,23.84978047506369,18.58161449052728,,
8,2020-10-09,,,29.294159892954617,19.88310440023817,,
9,2020-10-10,,,24.84304156751983,21.377203755885173,,
10,2020-10-11,,,17.026401409120993,21.377203755885173,,
11,2020-10-12,,,41.17758868541806,23.84978047506369,,
12,2020-10-13,,,47.50430574339654,24.84304156751983,,
13,2020-10-14,,,49.783478904135066,29.294159892954617,,
14,2020-10-15,,,51.69113305413584,41.17758868541806,,
15,2020-10-16,,,66.05919871572102,47.50430574339654,,
16,2020-10-17,,,36.56429415566736,47.50430574339654,,
17,2020-10-18,,,25.641359956703727,47.50430574339654,,
18,2020-10-19,,,82.04641249881024,49.783478904135066,,
19,2020-10-20,,,98.94417032301764,51.69113305413584,,
20,2020-10-21,,,113.96460841886709,66.05919871572102,,
21,2020-10-22,,,137.58199662439597,82.04641249881024,,
22,2020-10-23,,,150.7588934659374,98.94417032301764,,
23,2020-10-24,,,77.65302110582573,98.94417032301764,,
24,2020-10-25,,,62.2198642343134,98.94417032301764,,
25,2020-10-26,,,201.41909125419735,113.96460841886709,,
26,2020-10-27,,,216.62670985300076,137.58199662439597,,
27,2020-10-28,,,190.7469212720604,150.7588934659374,,
28,2020-10-29,,,204.5425754663314,190.7469212720604,,
29,2020-10-30,,,176.42527780003587,190.7469212720604,,
30,2020-10-31,,,87.49427844859453,190.7469212720604,,138929.0
31,2020-11-01,,,58.986960763307074,190.7469212720604,,
32,2020-11-02,,,192.68566214077487,190.7469212720604,,
33,2020-11-03,,,215.2547649627798,190.7469212720604,,124562.0
34,2020-11-04,,,174.67240182968806,176.42527780003587,,
35,2020-11-05,,,162.18662812354046,174.67240182968806,,126020.0
36,2020-11-06,,,158.19430701173826,162.18662812354046,,
37,2020-11-07,,,76.71638572196976,162.18662812354046,,
38,2020-11-08,,,48.2687553716374,162.18662812354046,,131236.0
39,2020-11-09,,,164.59527014128838,162.18662812354046,,
40,2020-11-10,,,140.33381924249232,158.19430701173826,,125930.0
41,2020-11-11,,,115.29525121577082,140.33381924249232,,
42,2020-11-12,,,104.68146085295426,115.29525121577082,,123397.0
43,2020-11-13,,,93.1578044363184,104.68146085295426,,
44,2020-11-14,,,42.15492615506528,104.68146085295426,,
45,2020-11-15,,,32.06281634057963,104.68146085295426,,255411.0
46,2020-11-16,,,84.1455957088879,93.1578044363184,,
47,2020-11-17,,,63.350440794119145,84.1455957088879,,131320.0
48,2020-11-18,,,54.4873960147951,63.350440794119145,,
