Date,Region,Total_State_Infections,BA.4,BA.2.75.2,BF.7,B.1.617.2,BA.1.1,BA.2.12.1,BA.2.75,BA.4.6,BA.5.2.6,BF.11,BN.1,BQ.1.1,FD.2,XBB.1.5.1,EU.1.1,FE.1.1,FD.1.1,XBB.1.5.59,XBB.1.5.10,XBB.1.5.72,XBB.1.16.17,XBB.2.3.8,XBB.1.42.2,EG.6.1,XBB.1.16.1,XBB.1.5.68,XBB.1.9.2,GK.2,CH.1.1,HF.1,XBB.1.5.70,GK.1.1,XBB.2.3,XBB.1.16.11,FL.1.5.1,HK.3,JD.1.1,JG.3,JF.1,GE.1,XBB,XBB.1.16.6,BA.2.86,KV.2,EG.5,JN.1.13,XDP,JN.1.4.3,JN.1.8.1,EG.5.1.8,KQ.1,KP.1.2,XBB.1.9.1,JN.1.13.1,JN.1.32,KW.1.1,KP.4.1,KP.2.15,JN.1.11.1,XBB.1.16.15,LP.1,JN.1.18.6,BQ.1,LB.1,KP.1.1,JN.1.16,KP.2,MC.19,LF.3.1,KP.1.1.3,KS.1,XEK,XEQ,LB.1.3.1,JN.1.18,KP.2.3,MC.28.1,HV.1,LF.7.2.1,MC.10.1,LF.7.7.1,LF.7.7.2,JN.1.16.1,XBB.1.16,XBB.1.5,XEC.4,BA.2,BA.5,PA.1,XDV.1,B.1.1.529,JN.1.7,LP.8.1,XFG.1,JN.1,KP.3,KP.3.1.1,MC.1,XEC,XFV,NW.1,PQ.17.11,XFC,XFY,Other,PQ.2.1.6,XFG.23.1.3,BA.3.2,LF.7.9,PQ.17,XFG.2.5.1,XFZ,LF.7,XFG.10.4,XFG.14.1,XFG.6,RV.1,XFG,NB.1.8.1,PQ.2.8.1,XFG.1.1
2022-12-27,MN,39770,59,109,2504,6,11,11,215,558,548,453,1354,13615,39,18,0,0,0,1,3,0,0,0,0,0,0,5,5,0,493,0,0,0,2,0,0,0,0,2,0,0,808,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1089,0,289,8744,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-28,MN,40650,60,107,2507,6,11,11,217,557,554,459,1379,13981,44,21,0,0,0,1,4,0,0,0,0,0,0,5,5,0,518,0,0,0,2,0,0,0,0,2,0,0,845,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1313,0,291,8772,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-29,MN,41530,60,106,2507,6,12,11,219,554,560,466,1404,14349,49,24,0,0,0,1,5,0,0,0,0,0,0,5,5,0,545,0,0,0,3,0,0,0,0,2,0,0,882,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1545,0,293,8794,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-30,MN,42411,60,104,2506,6,12,11,221,551,565,472,1429,14721,53,27,0,0,0,1,6,0,0,0,0,0,0,6,5,0,572,0,0,0,3,0,0,0,0,2,0,0,921,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1786,0,295,8808,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-31,MN,43291,60,102,2502,6,12,11,223,548,570,478,1453,15095,58,30,0,0,0,1,7,0,0,0,0,0,0,6,5,0,599,0,0,0,3,0,0,0,0,2,0,0,960,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2035,0,296,8815,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-01,MN,41536,56,94,2347,6,11,11,212,511,541,454,1389,14549,60,32,0,0,0,1,7,0,0,0,0,0,0,5,5,0,590,0,0,0,3,0,0,0,0,2,0,0,940,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2157,0,280,8290,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-02,MN,39782,53,87,2196,6,10,10,201,476,512,432,1326,13998,61,33,0,0,0,1,8,0,0,0,0,0,0,5,5,0,580,0,0,0,3,0,0,0,0,2,0,0,918,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2261,0,264,7778,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-03,MN,38027,49,79,2051,6,10,10,190,442,483,409,1263,13441,62,34,0,0,0,1,8,0,0,0,0,0,0,5,4,0,568,0,0,0,2,0,0,0,0,2,0,0,895,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2348,0,248,7281,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-04,MN,36273,46,72,1909,5,9,9,179,409,456,387,1200,12879,62,34,0,0,0,1,9,0,0,0,0,0,0,5,4,0,555,0,0,0,2,0,0,0,0,2,0,0,871,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2417,0,233,6798,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-05,MN,34518,43,65,1772,5,9,9,168,377,428,365,1138,12310,62,35,0,0,0,1,9,0,0,0,0,0,0,5,4,0,541,0,0,0,2,0,0,0,0,2,0,0,845,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2470,0,218,6329,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-06,MN,32764,40,59,1640,5,8,8,158,346,402,344,1076,11737,62,35,0,0,0,1,9,0,0,0,0,0,0,4,4,0,525,0,0,0,2,0,0,0,0,1,0,0,817,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2505,0,203,5875,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-07,MN,31010,37,53,1512,5,8,8,147,317,375,322,1015,11158,62,35,0,0,0,1,9,0,0,0,0,0,0,4,4,0,508,0,0,0,2,0,0,0,0,1,0,0,787,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2523,0,189,5434,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-08,MN,29283,34,47,1390,4,7,7,137,289,350,302,955,10583,61,35,0,0,0,1,9,0,0,0,0,0,0,4,4,0,491,0,0,0,2,0,0,0,0,1,0,0,757,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2526,0,175,5013,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-09,MN,27556,31,42,1273,4,7,7,128,263,325,282,895,10002,60,34,0,0,0,1,9,0,0,0,0,0,0,4,3,0,472,0,0,0,2,0,0,0,0,1,0,0,725,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2512,0,162,4606,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-10,MN,25829,29,37,1159,4,6,6,118,237,301,262,836,9417,58,34,0,0,0,1,9,0,0,0,0,0,0,4,3,0,452,0,0,0,2,0,0,0,0,1,0,0,692,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2482,0,149,4212,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-11,MN,24103,26,32,1051,4,6,6,109,213,277,242,777,8825,57,33,0,0,0,1,9,0,0,0,0,0,0,3,3,0,430,0,0,0,2,0,0,0,0,1,0,0,656,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2434,0,136,3833,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-12,MN,22376,23,28,947,3,5,5,100,190,254,223,719,8229,55,32,0,0,0,1,9,0,0,0,0,0,0,3,3,0,408,0,0,0,2,0,0,0,0,1,0,0,620,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2369,0,124,3468,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-13,MN,20649,21,24,847,3,5,5,91,168,231,204,661,7627,52,31,0,0,0,1,9,0,0,0,0,0,0,3,3,0,384,0,0,0,2,0,0,0,0,1,0,0,581,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2288,0,112,3116,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-14,MN,18922,19,20,752,3,4,4,82,148,209,185,603,7019,50,29,0,0,0,1,8,0,0,0,0,0,0,3,2,0,358,0,0,0,1,0,0,0,0,1,0,0,541,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2189,0,101,2779,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-15,MN,19205,19,18,738,3,4,4,82,143,209,186,610,7154,52,31,0,0,0,1,9,0,0,0,0,0,0,3,2,0,371,0,0,0,2,0,0,0,0,1,0,0,558,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2316,0,100,2743,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-16,MN,19487,18,17,724,3,4,4,82,138,209,187,617,7290,55,33,0,0,0,1,9,0,0,0,0,0,0,3,2,0,383,0,0,0,2,0,0,0,0,1,0,0,576,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2446,0,100,2704,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-17,MN,19770,18,15,709,3,4,4,82,134,209,188,623,7427,57,34,0,0,0,1,10,0,0,0,0,0,0,3,2,0,396,0,0,0,2,0,0,0,0,1,0,0,593,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2578,0,99,2663,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-18,MN,20052,18,14,693,3,4,4,82,129,209,189,630,7565,60,36,0,0,0,1,10,0,0,0,0,0,0,3,3,0,409,0,0,0,2,0,0,0,0,1,0,0,611,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2714,0,98,2620,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-19,MN,20335,17,12,677,3,4,4,82,123,209,189,636,7704,62,38,0,0,0,1,11,0,0,0,0,0,0,3,3,0,422,0,0,0,2,0,0,0,0,1,0,0,629,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2852,0,97,2574,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-20,MN,20617,17,10,659,3,4,4,82,118,209,190,643,7844,65,40,0,0,0,1,11,0,0,0,0,0,0,3,3,0,436,0,0,0,2,0,0,0,0,1,0,0,647,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2992,0,97,2526,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-21,MN,20899,17,8,641,3,4,4,82,112,208,191,649,7985,12,12,0,0,0,1,12,2,0,0,0,0,0,3,12,0,449,0,0,0,2,0,0,0,0,1,0,0,665,0,9,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3136,0,96,2476,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-22,MN,21277,17,9,636,3,6,4,82,111,206,188,645,7999,14,16,0,0,0,1,13,2,0,0,0,0,0,3,13,0,451,0,0,0,2,0,0,0,0,1,0,0,688,0,9,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3519,0,96,2450,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-23,MN,21654,17,9,629,3,6,4,82,109,204,186,640,8008,15,19,0,0,0,1,14,2,0,0,0,0,0,3,13,0,453,0,0,0,2,0,0,0,0,1,0,0,712,0,9,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3914,0,96,2422,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-24,MN,22032,17,9,622,3,6,4,81,107,201,183,635,8013,17,23,0,0,0,1,15,2,0,0,0,0,0,3,14,0,455,0,0,0,3,0,0,0,0,1,0,0,735,0,9,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4320,0,97,2391,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-25,MN,22409,16,9,615,3,6,4,81,105,198,179,629,8013,18,26,0,0,0,1,17,2,0,0,0,0,0,3,14,0,457,0,0,0,3,0,0,0,0,1,0,0,759,0,10,0,1,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,3911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4738,0,97,2357,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-26,MN,22787,16,9,606,3,6,4,81,102,195,176,622,8008,20,30,0,0,0,1,18,2,0,0,0,0,0,3,14,0,458,0,0,0,3,1,0,0,0,1,0,0,784,0,10,0,1,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,3885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5167,0,97,2321,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-27,MN,23164,16,10,597,4,6,4,80,100,191,172,615,7999,21,33,0,0,0,2,19,2,0,0,0,0,0,3,15,0,459,0,0,0,3,1,0,0,0,1,0,0,809,0,10,0,1,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,3855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5608,0,97,2283,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-28,MN,23542,16,10,588,4,5,4,80,98,188,169,608,7986,23,37,0,0,0,2,20,2,0,0,0,0,0,3,15,0,460,0,0,0,4,1,0,0,0,1,0,0,834,0,10,0,1,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6061,0,98,2242,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-29,MN,23594,16,10,570,4,5,4,78,94,181,162,591,7859,24,41,0,0,0,2,21,3,0,0,0,0,0,3,15,0,455,0,0,0,4,1,0,0,0,1,0,0,848,0,10,0,1,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,3735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6436,0,96,2168,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-30,MN,23645,16,10,552,4,5,4,76,90,175,156,575,7731,25,44,0,0,0,2,22,3,0,0,0,0,0,4,16,0,449,0,0,0,4,1,0,0,0,1,0,0,862,0,11,0,1,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6813,0,95,2094,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-31,MN,23697,15,10,534,4,5,4,74,86,169,150,558,7603,26,48,0,0,0,2,23,3,0,0,0,0,0,4,16,0,444,0,0,0,4,1,0,0,0,1,0,0,876,0,11,0,1,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7191,0,94,2020,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-01,MN,23749,15,10,516,4,5,4,73,82,162,143,542,7475,28,51,0,0,0,2,25,3,0,0,0,0,0,4,16,0,438,0,0,0,5,1,0,0,0,1,0,0,890,0,11,0,1,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,3471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7571,0,92,1946,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-02,MN,23801,15,10,497,4,4,4,71,78,156,137,525,7345,29,55,0,0,0,2,26,3,0,0,0,0,0,4,16,0,432,0,0,0,5,1,0,0,0,1,0,0,904,0,11,0,2,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,3382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7953,0,91,1871,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-03,MN,23853,14,10,479,4,4,4,69,74,149,131,509,7215,30,58,0,0,0,2,27,3,0,0,0,0,0,4,16,0,427,0,0,0,5,1,0,0,0,2,0,0,918,0,11,0,2,0,0,0,0,1,0,0,34,0,0,0,0,0,0,0,0,0,3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8336,0,90,1796,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-04,MN,23904,14,10,460,4,4,4,67,70,143,124,492,7085,32,62,0,0,0,2,28,3,0,0,0,0,0,4,17,0,421,0,0,0,5,1,0,0,0,2,0,0,932,0,11,0,2,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,0,3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8721,0,89,1720,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-05,MN,24623,14,11,454,4,4,4,67,68,140,121,488,7147,34,67,0,0,0,3,30,3,0,0,0,0,0,4,17,0,427,0,0,0,6,1,0,0,0,2,0,0,973,0,11,0,2,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0,0,0,3198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9361,0,90,1690,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-06,MN,25341,14,11,447,4,4,4,67,65,137,117,483,7200,36,72,0,0,0,3,31,3,0,0,0,0,0,4,18,0,432,0,0,0,6,1,0,0,0,2,0,0,1014,0,12,0,2,0,0,0,0,1,0,0,43,0,0,0,0,0,0,0,0,0,3189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10023,0,91,1655,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-07,MN,26060,14,12,438,4,4,5,67,62,133,113,478,7245,39,78,0,0,0,3,33,4,0,0,0,0,0,4,19,0,437,0,0,0,7,1,0,0,0,2,0,0,1056,0,12,0,2,0,0,0,0,1,0,0,47,0,0,0,0,0,0,0,0,0,3174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10707,0,92,1615,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-08,MN,26778,14,12,428,4,4,5,67,60,129,109,471,7281,41,84,0,0,0,3,36,4,0,0,0,0,0,4,19,0,442,0,0,0,7,1,0,0,0,2,0,0,1099,0,13,0,2,0,0,0,0,1,0,0,51,0,0,0,0,0,0,0,0,0,3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11413,0,93,1571,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-09,MN,27496,14,12,417,4,3,5,67,56,125,104,463,7308,44,90,0,0,0,3,38,4,0,0,0,0,0,4,20,0,446,0,0,0,8,1,0,0,0,2,0,0,1143,0,13,0,2,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,0,0,3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12141,0,93,1522,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-10,MN,28215,14,13,405,4,3,5,66,53,120,99,454,7326,46,97,0,0,0,4,40,4,0,0,0,0,0,4,21,0,450,0,0,0,8,1,0,0,0,2,0,0,1187,0,13,0,2,0,0,0,0,1,0,0,59,0,0,0,0,0,0,0,0,0,3092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12891,0,94,1468,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-11,MN,28933,14,13,392,5,3,5,65,49,115,93,444,7336,49,103,0,0,0,4,42,4,0,0,0,0,0,5,21,0,453,0,0,0,9,1,0,0,0,2,0,0,1232,0,14,0,2,0,0,0,0,1,0,0,63,0,0,0,0,0,0,0,0,0,3054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13663,0,95,1409,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-12,MN,28657,13,13,365,4,3,5,62,44,105,84,418,7090,50,106,0,0,0,4,43,4,0,0,0,0,0,4,21,0,441,0,0,0,9,1,0,0,0,2,0,0,1235,0,14,0,2,0,0,0,0,1,0,0,65,0,0,0,0,0,0,0,0,0,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13972,0,92,1300,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-13,MN,28381,13,13,338,4,3,5,60,38,96,76,393,6848,51,109,0,0,0,4,44,4,0,0,0,0,0,4,21,0,429,0,0,0,9,1,0,0,0,2,0,0,1237,0,14,0,2,0,0,0,0,1,0,0,67,0,0,0,0,0,0,0,0,0,2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14273,0,89,1193,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-14,MN,28105,12,13,312,4,2,5,57,33,87,67,368,6610,52,112,0,0,0,4,44,4,0,0,0,0,0,4,21,0,417,0,0,0,9,1,0,0,0,2,0,0,1240,0,14,0,2,0,0,0,0,1,0,0,69,0,0,0,0,0,0,0,0,0,2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14565,0,87,1088,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
