,A.2.5,AY.1,AY.2,AY.3,B.1,B.1.1,B.1.1.519,B.1.1.529,B.1.1.7,B.1.2,B.1.234,B.1.243,B.1.351,B.1.427,B.1.429,B.1.525,B.1.526,B.1.526.1,B.1.526.2,B.1.596,B.1.617,B.1.617.1,B.1.617.2,B.1.617.3,B.1.621,B.1.621.1,B.1.626,B.1.628,BA.1.1,BA.2,BA.2.12.1,BA.2.75,BA.2.75.2,BA.2.86,BA.4,BA.4.6,BA.5,BA.5.2.6,BF.11,BF.7,BN.1,BQ.1,BQ.1.1,CH.1.1,EG.5,EG.5.1.8,EG.6.1,EU.1.1,FD.1.1,FD.2,FE.1.1,FL.1.5.1,GE.1,GK.1.1,GK.2,HF.1,HK.3,HV.1,JD.1.1,JF.1,JG.3,JN.1,JN.1.11.1,JN.1.13,JN.1.13.1,JN.1.16,JN.1.16.1,JN.1.18,JN.1.32,JN.1.4.3,JN.1.7,JN.1.8.1,KP.1.1,KP.1.1.3,KP.1.2,KP.2,KP.2.15,KP.2.3,KP.3,KP.3.1.1,KP.4.1,KQ.1,KS.1,KV.2,KW.1.1,LB.1,LF.3.1,LP.1,NA,Other,P.1,P.2,R.1,XBB,XBB.1.16,XBB.1.16.1,XBB.1.16.11,XBB.1.16.15,XBB.1.16.17,XBB.1.16.6,XBB.1.42.2,XBB.1.5,XBB.1.5.1,XBB.1.5.10,XBB.1.5.59,XBB.1.5.68,XBB.1.5.70,XBB.1.5.72,XBB.1.9.1,XBB.1.9.2,XBB.2.3,XBB.2.3.8,XDP,XDV.1,XEC
2021-02-01,0.0,0.0,0.0,0.0,0.057241363596025954,0.009057800817702471,0.020511768172894164,,0.005838004314432712,0.21639004515277013,0.005268301149564072,0.020567213850361886,8.362450682976813e-05,0.12836648253621633,0.3223727882563413,0.0,0.0010625571591374836,0.00015296599927490474,0.0,0.032096716601933695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31285705098084043,0.0,0.00037264721800705575,0.0001490868494978857,,,,,,,,,,,,,,,,,,,,,,
2021-02-02,0.0,0.0,0.0,0.0,0.05507165460859409,0.009167517402342357,0.021499988117388277,,0.006828192886282326,0.21464656624529094,0.005462789143036458,0.02072483074984373,0.0001254367602446522,0.1290875326146136,0.3268687292769715,0.0,0.0010443058469048253,0.00022944899891235712,0.0,0.03132991319788348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3089841129360618,0.0,0.0005589708270105836,0.00022363027424682856,,,,,,,,,,,,,,,,,,,,,,
2021-02-03,0.0,0.0,0.0,0.0,0.052901945621162225,0.009277233986982244,0.022488208061882387,,0.007818381458131938,0.21290308733781177,0.005657277136508843,0.02088244764932557,0.00016724901365953627,0.12980858269301085,0.33136467029760175,0.0,0.001026054534672167,0.00030593199854980947,0.0,0.03056310979383327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3051111748912832,0.0,0.0007452944360141115,0.0002981736989957714,,,,,,,,,,,,,,,,,,,,,,
2021-02-04,0.0,0.0,0.0,0.0,0.05073223663373036,0.00938695057162213,0.023476428006376497,,0.008808570029981552,0.2111596084303326,0.005851765129981229,0.021040064548807413,0.00020906126707442033,0.1305296327714081,0.33586061131823197,0.0,0.0010078032224395087,0.0003824149981872618,0.0,0.029796306389783058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30123823684650464,0.0,0.0009316180450176394,0.0003727171237447143,,,,,,,,,,,,,,,,,,,,,,
2021-02-05,0.0,0.0,0.0,0.0,0.04856252764629849,0.009496667156262014,0.02446464795087061,,0.009798758601831166,0.2094161295228534,0.006046253123453615,0.021197681448289256,0.0002508735204893044,0.1312506828498054,0.3403565523388622,0.0,0.0009895519102068504,0.00045889799782471423,0.0,0.029029502985732845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.297365298801726,0.0,0.0011179416540211672,0.0004472605484936571,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,0.0,0.0,0.0,0.0,0.04639281865886662,0.0096063837409019,0.025452867895364724,,0.010788947173680778,0.2076726506153742,0.006240741116926,0.0213552983477711,0.00029268577390418845,0.13197173292820266,0.3448524933594924,0.0,0.0009713005979741923,0.0005353809974621666,0.0,0.02826269958168263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2934923607569474,0.0,0.001304265263024695,0.0005218039732426,,,,,,,,,,,,,,,,,,,,,,
2021-02-07,0.0,0.0,0.0,0.0,0.04422310967143476,0.009716100325541786,0.026441087839858834,,0.011779135745530392,0.20592917170789504,0.0064352291103983855,0.021512915247252944,0.00033449802731907254,0.13269278300659992,0.3493484343801226,0.0,0.000953049285741534,0.0006118639970996189,0.0,0.027495896177632418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28961942271216884,0.0,0.001490588872028223,0.0005963473979915428,,,,,,,,,,,,,,,,,,,,,,
2021-02-08,0.0,0.0,0.0,0.0,0.042053400684002894,0.00982581691018167,0.027429307784352944,,0.012769324317380006,0.20418569280041587,0.006629717103870772,0.021670532146734787,0.0003763102807339566,0.1334138330849972,0.3538443754007528,0.0,0.0009347979735088757,0.0006883469967370713,0.0,0.026729092773582208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2857464846673902,0.0,0.001676912481031751,0.0006708908227404857,,,,,,,,,,,,,,,,,,,,,,
2021-02-09,0.0,0.0,0.0,0.0,0.03988369169657103,0.009935533494821557,0.028417527728847057,,0.013759512889229619,0.20244221389293668,0.006824205097343158,0.02182814904621663,0.00041812253414884066,0.13413488316339447,0.35834031642138303,0.0,0.0009165466612762176,0.0007648299963745237,0.0,0.025962289369531995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28187354662261166,0.0,0.0018632360900352788,0.0007454342474894286,,,,,,,,,,,,,,,,,,,,,,
2021-02-10,0.0,0.0,0.0,0.0,0.03771398270913916,0.010045250079461443,0.02940574767334117,,0.014749701461079233,0.20069873498545748,0.007018693090815543,0.021985765945698472,0.00045993478756372474,0.13485593324179174,0.36283625744201325,0.0,0.0008982953490435594,0.000841312996011976,0.0,0.02519548596548178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27800060857783304,0.0,0.0020495596990388067,0.0008199776722383714,,,,,,,,,,,,,,,,,,,,,,
2021-02-11,0.0,0.0,0.0,0.0,0.03554427372170729,0.010154966664101327,0.03039396761783528,,0.015739890032928847,0.19895525607797832,0.007213181084287929,0.022143382845180314,0.0005017470409786088,0.135576983320189,0.3673321984626435,0.0,0.0008800440368109011,0.0009177959956494285,0.0,0.024428682561431568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2741276705330544,0.0,0.0022358833080423344,0.0008945210969873142,,,,,,,,,,,,,,,,,,,,,,
2021-02-12,0.0,0.0,0.0,0.0,0.03337456473427543,0.010264683248741214,0.03138218756232939,,0.01673007860477846,0.19721177717049915,0.007407669077760314,0.022300999744662157,0.0005435592943934929,0.1362980333985863,0.3718281394832737,0.0,0.0008617927245782428,0.0009942789952868808,0.0,0.023661879157381355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27025473248827586,0.0,0.0024222069170458625,0.0009690645217362571,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,0.0,0.0,0.0,0.0,0.031204855746843563,0.0103743998333811,0.032370407506823504,,0.01772026717662807,0.19546829826301995,0.0076021570712327,0.022458616644144,0.0005853715478083769,0.13701908347698355,0.3763240805039039,0.0,0.0008435414123455846,0.0010707619949243332,0.0,0.02289507575333114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26638179444349724,0.0,0.00260853052604939,0.0010436079464852,,,,,,,,,,,,,,,,,,,,,,
