,A.2.5,AY.1,AY.2,AY.3,B.1,B.1.1,B.1.1.519,B.1.1.529,B.1.1.7,B.1.2,B.1.234,B.1.243,B.1.351,B.1.427,B.1.429,B.1.525,B.1.526,B.1.526.1,B.1.526.2,B.1.596,B.1.617,B.1.617.1,B.1.617.2,B.1.617.3,B.1.621,B.1.621.1,B.1.626,B.1.628,BA.1.1,BA.2,BA.2.12.1,BA.2.75,BA.2.75.2,BA.2.86,BA.4,BA.4.6,BA.5,BA.5.2.6,BF.11,BF.7,BN.1,BQ.1,BQ.1.1,CH.1.1,EG.5,EG.5.1.8,EG.6.1,EU.1.1,FD.1.1,FD.2,FE.1.1,FL.1.5.1,GE.1,GK.1.1,GK.2,HF.1,HK.3,HV.1,JD.1.1,JF.1,JG.3,JN.1,JN.1.11.1,JN.1.13,JN.1.13.1,JN.1.16,JN.1.16.1,JN.1.18,JN.1.32,JN.1.4.3,JN.1.7,JN.1.8.1,KP.1.1,KP.1.1.3,KP.1.2,KP.2,KP.2.15,KP.2.3,KP.3,KP.3.1.1,KP.4.1,KQ.1,KS.1,KV.2,KW.1.1,LB.1,LB.1.3.1,LF.3.1,LF.7,LP.1,MC.1,NA,Other,P.1,P.2,R.1,XBB,XBB.1.16,XBB.1.16.1,XBB.1.16.11,XBB.1.16.15,XBB.1.16.17,XBB.1.16.6,XBB.1.42.2,XBB.1.5,XBB.1.5.1,XBB.1.5.10,XBB.1.5.59,XBB.1.5.68,XBB.1.5.70,XBB.1.5.72,XBB.1.9.1,XBB.1.9.2,XBB.2.3,XBB.2.3.8,XDP,XDV.1,XEC
2022-10-10,,,,,,,,0.00042116754582595254,,,,,,,,,,,,,,,4.4940343967282323e-05,,,,,,0.0,0.002659132595444813,0.0002524711530802607,0.010362065028158424,0.005142360390322292,0.0,0.011591954696860099,0.09208864859324324,0.7753320595845073,0.006530023383477107,0.006012961275552399,0.042213356835121355,0.0016386600639504258,0.024078097682268793,0.016552268375395463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.001722222364342849,,,,0.0033576129063556358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-11,,,,,,,,0.00046796393980661394,,,,,,,,,,,,,,,3.595227517382586e-05,,,,,,0.0,0.0027426266583429866,0.00028052350342251187,0.01037401848529669,0.005296042261860551,0.0,0.01141441407847867,0.09222344027794133,0.7705148876118822,0.00661192274791798,0.005970590478632871,0.04407348948828618,0.0017331803655473077,0.025416228875872582,0.01750259726073867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0017048094198297357,,,,0.003637315218770817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-12,,,,,,,,0.0005147603337872753,,,,,,,,,,,,,,,2.69642063803694e-05,,,,,,0.0,0.0028261207212411602,0.00030857585376476305,0.010385971942434957,0.005449724133398811,0.0,0.01123687346009724,0.09235823196263941,0.765697715639257,0.0066938221123588534,0.005928219681713342,0.045933622141451004,0.0018277006671441895,0.026754360069476367,0.01845292614608187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0016873964753166227,,,,0.003917017531185998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-13,,,,,,,,0.0005615567277679367,,,,,,,,,,,,,,,1.7976137586912924e-05,,,,,,0.0,0.002909614784139334,0.0003366282041070142,0.010397925399573222,0.005603406004937071,0.0,0.01105933284171581,0.0924930236473375,0.7608805436666319,0.0067757214767997275,0.005885848884793813,0.047793754794615825,0.0019222209687410714,0.028092491263080156,0.01940325503142508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0016699835308035095,,,,0.004196719843601179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-14,,,,,,,,0.0006083531217485981,,,,,,,,,,,,,,,8.988068793456462e-06,,,,,,0.0,0.0029931088470375074,0.0003646805544492654,0.010409878856711487,0.005757087876475331,0.0,0.010881792223334378,0.09262781533203558,0.7560633716940068,0.006857620841240601,0.005843478087874283,0.049653887447780654,0.0020167412703379537,0.029430622456683944,0.02035358391676828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0016525705862903963,,,,0.004476422156016359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-15,,,,,,,,0.0006551495157292595,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.003076602909935681,0.00039273290479151663,0.010421832313849754,0.00591076974801359,0.0,0.010704251604952949,0.09276260701673367,0.7512461997213817,0.006939520205681474,0.005801107290954755,0.051514020100945475,0.0021112615719348356,0.030768753650287733,0.021303912802111486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0016351576417772834,,,,0.0047561244684315405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-16,,,,,,,,0.000632830858361212,,,,,,,,,,,,,,,0.0,,,,,,0.00010226152007321938,0.003353878246306643,0.00036468055444926546,0.010198407236258537,0.005949576504902265,1.9631704997994898e-05,0.010593006325581513,0.09122743823749269,0.7442336507192274,0.007606256427718468,0.0066800932083151575,0.05259836352347918,0.0027015214468364616,0.03277637677419241,0.024434250830134112,0.00011447091411868504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.001564058181485214,,,,0.0048557936996347795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-17,,,,,,,,0.0006105122009931646,,,,,,,,,,,,,,,0.0,,,,,,0.00020452304014643877,0.0036311535826776043,0.0003366282041070143,0.00997498215866732,0.0059883832617909395,3.9263409995989795e-05,0.010481761046210078,0.0896922694582517,0.737221101717073,0.008272992649755461,0.00755907912567556,0.05368270694601288,0.003291781321738088,0.034783999898097086,0.027564588858156738,0.00022894182823737007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0014929587211931442,,,,0.004955462930838018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-18,,,,,,,,0.0005881935436251171,,,,,,,,,,,,,,,0.0,,,,,,0.00030678456021965815,0.003908428919048567,0.00030857585376476305,0.009751557081076102,0.006027190018679614,5.8895114993984696e-05,0.010370515766838641,0.08815710067901071,0.7302085527149187,0.008939728871792455,0.008438065043035962,0.05476705036854659,0.003882041196639714,0.036791623022001764,0.030694926886179363,0.0003434127423560551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0014218592609010748,,,,0.005055132162041256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-19,,,,,,,,0.0005658748862570697,,,,,,,,,,,,,,,0.0,,,,,,0.00040904608029287753,0.004185704255419528,0.00028052350342251187,0.009528132003484884,0.006065996775568289,7.852681999197959e-05,0.010259270487467206,0.08662193189976973,0.7231960037127644,0.00960646509382945,0.009317050960396363,0.05585139379108029,0.00447230107154134,0.03879924614590644,0.03382526491420199,0.00045788365647474015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.001350759800609005,,,,0.005154801393244495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-20,,,,,,,,0.0005435562288890223,,,,,,,,,,,,,,,0.0,,,,,,0.0005113076003660969,0.00446297959179049,0.0002524711530802607,0.009304706925893667,0.006104803532456964,9.815852498997448e-05,0.010148025208095771,0.08508676312052875,0.7161834547106101,0.010273201315866443,0.010196036877756767,0.056935737213613995,0.005062560946442966,0.04080686926981112,0.03695560294222462,0.0005723545705934252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0012796603403169356,,,,0.005254470624447734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-21,,,,,,,,0.0005212375715209748,,,,,,,,,,,,,,,0.0,,,,,,0.0006135691204393163,0.0047402549281614515,0.00022441880273800952,0.00908128184830245,0.0061436102893456385,0.00011779022998796939,0.010036779928724336,0.08355159434128777,0.7091709057084556,0.010939937537903437,0.011075022795117169,0.0580200806361477,0.005652820821344592,0.0428144923937158,0.040085940970247244,0.0006868254847121103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.001208560880024866,,,,0.005354139855650972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-22,,,,,,,,0.0004989189141529274,,,,,,,,,,,,,,,0.0,,,,,,0.0007158306405125357,0.005017530264532413,0.00019636645239575832,0.008857856770711232,0.006182417046234313,0.0001374219349859643,0.009925534649352901,0.08201642556204677,0.7021583567063013,0.011606673759940431,0.011954008712477572,0.059104424058681396,0.0062430806962462185,0.04482211551762047,0.043216278998269866,0.0008012963988307953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0011374614197327965,,,,0.00545380908685421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-23,,,,,,,,0.0004766002567848799,,,,,,,,,,,,,,,0.0,,,,,,0.0008180921605857551,0.005294805600903375,0.00016831410205350714,0.008634431693120012,0.006221223803122988,0.00015705363998395918,0.009814289369981464,0.0804812567828058,0.695145807704147,0.012273409981977425,0.012832994629837974,0.0601887674812151,0.0068333405711478445,0.04682973864152515,0.046346617026292496,0.0009157673129494803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.001066361959440727,,,,0.005553478318057449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-24,,,,,,,,0.00045428159941683253,,,,,,,,,,,,,,,0.0,,,,,,0.0009203536806589744,0.005572080937274336,0.00014026175171125594,0.008411006615528795,0.006260030560011663,0.00017668534498195408,0.009703044090610029,0.07894608800356481,0.6881332587019926,0.01294014620401442,0.013711980547198376,0.061273110903748804,0.007423600446049471,0.048837361765429826,0.049476955054315125,0.0010302382270681654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0009952624991486573,,,,0.005653147549260688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-25,,,,,,,,0.00043196294204878504,,,,,,,,,,,,,,,0.0,,,,,,0.0010226152007321938,0.005849356273645298,0.00011220940136900476,0.008187581537937577,0.006298837316900337,0.00019631704997994897,0.009591798811238594,0.07741091922432383,0.6811207096998383,0.013606882426051414,0.014590966464558779,0.06235745432628251,0.008013860320951097,0.050844984889334505,0.05260729308233775,0.0011447091411868505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0009241630388565877,,,,0.005752816780463926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26,,,,,,,,0.0004096442846807376,,,,,,,,,,,,,,,0.0,,,,,,0.001124876720805413,0.00612663161001626,8.415705102675358e-05,0.00796415646034636,0.006337644073789012,0.00021594875497794386,0.009480553531867159,0.07587575044508285,0.674108160697684,0.014273618648088408,0.01546995238191918,0.06344179774881621,0.008604120195852723,0.05285260801323918,0.05573763111036037,0.0012591800553055355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0008530635785645182,,,,0.005852486011667164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-27,,,,,,,,0.0003873256273126902,,,,,,,,,,,,,,,0.0,,,,,,0.0012271382408786326,0.006403906946387222,5.610470068450241e-05,0.0077407313827551425,0.006376450830677687,0.00023558045997593878,0.009369308252495722,0.07434058166584187,0.6670956116955296,0.014940354870125402,0.01634893829927958,0.06452614117134992,0.00919438007075435,0.05486023113714386,0.058867969138383006,0.0013736509694242205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0007819641182724487,,,,0.005952155242870403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-28,,,,,,,,0.00036500696994464275,,,,,,,,,,,,,,,0.0,,,,,,0.001329399760951852,0.006681182282758184,2.805235034225123e-05,0.007517306305163925,0.006415257587566362,0.00025521216497393365,0.009258062973124287,0.07280541288660088,0.6600830626933752,0.015607091092162396,0.017227924216639986,0.06561048459388362,0.009784639945655977,0.05686785426104854,0.06199830716640563,0.0014881218835429055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0007108646579803791,,,,0.006051824474073642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-29,,,,,,,,0.00034268831257659526,,,,,,,,,,,,,,,0.0,,,,,,0.0014316612810250714,0.006958457619129145,0.0,0.0072938812275727075,0.006454064344455036,0.0002748438699719286,0.009146817693752852,0.0712702441073599,0.6530705136912209,0.01627382731419939,0.018106910134000388,0.06669482801641732,0.010374899820557603,0.05887547738495322,0.06512864519442825,0.0016025927976615905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0006397651976883096,,,,0.00615149370527688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-30,,,,,,,,0.0003462053900627682,,,,,,,,,,,,,,,0.0,,,,,,0.0013630481259255343,0.006773523101741463,0.0,0.007344685435504126,0.006145394989685261,0.00025521216497393365,0.009133812588113658,0.07007199504925885,0.6452082205994599,0.0158957000505052,0.018174192361330856,0.06774421693871212,0.010868588370606752,0.06380380038805554,0.06802696886719484,0.0017132467836169561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.000622817200527724,,,,0.006593439484103752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-31,,,,,,,,0.0003497224675489412,,,,,,,,,,,,,,,0.0,,,,,,0.0012944349708259972,0.006588588584353783,0.0,0.007395489643435544,0.005836725634915487,0.00023558045997593878,0.009120807482474465,0.0688737459911578,0.6373459275076989,0.015517572786811009,0.01824147458866132,0.06879360586100691,0.0113622769206559,0.06873212339115786,0.07092529253996142,0.001823900769572322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0006058692033671384,,,,0.007035385262930625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,,,,,,,,0.00035323954503511414,,,,,,,,,,,,,,,0.0,,,,,,0.00122582181572646,0.006403654066966101,0.0,0.007446293851366963,0.005528056280145711,0.00021594875497794386,0.009107802376835271,0.06767549693305674,0.6294836344159379,0.015139445523116819,0.01830875681599179,0.0698429947833017,0.011855965470705047,0.07366044639426018,0.07382361621272802,0.0019345547555276875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.000588921206206553,,,,0.007477331041757497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-02,,,,,,,,0.0003567566225212871,,,,,,,,,,,,,,,0.0,,,,,,0.001157208660626923,0.00621871954957842,0.0,0.007497098059298382,0.005219386925375936,0.000196317049979949,0.00909479727119608,0.06647724787495571,0.6216213413241769,0.014761318259422626,0.018376039043322256,0.07089238370559649,0.012349654020754197,0.0785887693973625,0.07672193988549461,0.002045208741483053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0005719732090459674,,,,0.007919276820584369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-03,,,,,,,,0.0003602737000074601,,,,,,,,,,,,,,,0.0,,,,,,0.001088595505527386,0.006033785032190739,0.0,0.0075479022672298,0.0049107175706061615,0.00017668534498195408,0.009081792165556886,0.06527899881685466,0.6137590482324159,0.014383190995728436,0.018443321270652725,0.07194177262789128,0.012843342570803346,0.08351709240046484,0.0796202635582612,0.002155862727438419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0005550252118853819,,,,0.008361222599411241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-04,,,,,,,,0.000363790777493633,,,,,,,,,,,,,,,0.0,,,,,,0.001019982350427849,0.005848850514803057,0.0,0.007598706475161219,0.004602048215836386,0.00015705363998395918,0.009068787059917692,0.06408074975875361,0.6058967551406549,0.014005063732034246,0.01851060349798319,0.07299116155018608,0.013337031120852494,0.08844541540356717,0.08251858723102778,0.0022665167133937847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0005380772147247963,,,,0.008803168378238115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-05,,,,,,,,0.000367307854979806,,,,,,,,,,,,,,,0.0,,,,,,0.0009513691953283119,0.005663915997415376,0.0,0.007649510683092637,0.004293378861066611,0.0001374219349859643,0.009055781954278499,0.06288250070065256,0.5980344620488939,0.013626936468340055,0.01857788572531366,0.07404055047248087,0.013830719670901642,0.09337373840666949,0.08541691090379439,0.0023771706993491503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0005211292175642107,,,,0.009245114157064986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
