region,x,y
Aachen,2022-06-01,137.9942657524706
Aachen,2022-06-02,143.28678194646417
Aachen,2022-06-03,148.6077413356133
Aachen,2022-06-04,153.94447556095736
Aachen,2022-06-05,159.28369042298638
Aachen,2022-06-06,164.61150706460364
Aachen,2022-06-07,169.9135090373942
Aachen,2022-06-08,175.17479516953406
Aachen,2022-06-09,180.3800380947324
Aachen,2022-06-10,185.51354824094946
Aachen,2022-06-11,190.55934301597026
Aachen,2022-06-12,195.50122086496754
Aachen,2022-06-13,200.32283981360965
Aachen,2022-06-14,205.0078000499791
Aachen,2022-06-15,209.53973004021609
Aachen,2022-06-16,213.90237561735444
Aachen,2022-06-17,218.0796914309965
Aachen,2022-06-18,222.05593409813287
Aachen,2022-06-19,225.81575635335383
Aachen,2022-06-20,229.34430146066154
Aachen,2022-06-21,232.59960817702512
Aachen,2022-06-22,235.54707671402588
Aachen,2022-06-23,238.1846349000107
Aachen,2022-06-24,240.5119266901739
Aachen,2022-06-25,242.5302493556733
Aachen,2022-06-26,244.24247850163428
Aachen,2022-06-27,245.6529825162498
Aachen,2022-06-28,246.76752809328357
Aachen,2022-06-29,247.59317848080582
Aachen,2022-06-30,248.13818609198432
Aachen,2022-07-01,248.4118810722358
Aachen,2022-07-02,248.42455735361207
Aachen,2022-07-03,248.1873576453619
Aachen,2022-07-04,247.71215871218803
Aachen,2022-07-05,247.01145818208735
Aachen,2022-07-06,246.09826400693652
Aachen,2022-07-07,244.92410317494895
Aachen,2022-07-08,243.44021718149565
Aachen,2022-07-09,241.6602340881911
Aachen,2022-07-10,239.59864758002976
Aachen,2022-07-11,237.27068225783557
Aachen,2022-07-12,234.69216036561988
Aachen,2022-07-13,231.87937122984604
Aachen,2022-07-14,228.8489445633045
Aachen,2022-07-15,225.61772865535053
Aachen,2022-07-16,222.20267433542804
Aachen,2022-07-17,218.62072546052315
Aachen,2022-07-18,214.88871654183404
Aachen,2022-07-19,211.02327799362735
Aachen,2022-07-20,207.04074935963942
Aachen,2022-07-21,202.95710075120695
Aachen,2022-07-22,198.78786261774226
Aachen,2022-07-23,194.54806386525885
Aachen,2022-07-24,190.25217824317505
Aachen,2022-07-25,185.91407883408652
Aachen,2022-07-26,181.18612284388436
Aachen,2022-07-27,175.8083171511382
Aachen,2022-07-28,169.9231556758417
Aachen,2022-07-29,163.66703171434963
Aachen,2022-07-30,157.16729220933948
Aachen,2022-07-31,150.5401310260794
Aachen,2022-08-01,143.88926455598596
Aachen,2022-08-02,137.30530294453618
Aachen,2022-08-03,130.86571237515437
Aachen,2022-08-04,124.6352565537478
Aachen,2022-08-05,118.66680681946737
