Date,Region,Total_State_Infections,SW.2,RV.1,NB.1.8.1,BA.3.2,XFZ,XFG.1.1,XFG,SB.1.1,RW.1.1,RK.1,XFG.10.4,Other,LF.7.9,XFG.6,XFG.23.1.3,RF.5.4,XFJ,XFG.14.1,PQ.2.8.1,PQ.17,BQ.1.1,XFY,LF.7,XFV,XFG.2.5.1,MC.1,PQ.2.1.6,PQ.17.11,KP.3.1.1,XFG.1,XFC,NW.1,LP.8.1,B.1.1.529,XEC,LF.7.7.2,PA.1,LF.7.7.1,JN.1,KP.2.3,JN.1.18,XDV.1,LB.1.3.1,XEQ,XEK,MC.10.1,KP.3,XEC.4,MC.28.1,LF.7.2.1,KS.1,MC.19,KP.2,JN.1.16,KP.1.1.3,KP.1.1,JN.1.7,JN.1.18.6,XBB.1.16.15,LB.1,LP.1,KP.2.15,JN.1.16.1,JN.1.11.1,HV.1,LF.3.1,JN.1.32,JN.1.13.1,KW.1.1,KP.4.1,XBB.1.9.1,KQ.1,KP.1.2,EG.5.1.8,JN.1.13,EG.5,BA.2,XDP,JN.1.8.1,JN.1.4.3,BQ.1,BA.2.86,XBB.1.16.6,XBB.1.16,KV.2,JF.1,XBB,GE.1,JG.3,JD.1.1,HK.3,FL.1.5.1,XBB.1.16.11,XBB.2.3,HF.1,XBB.1.5.70,GK.1.1,XBB.1.5,CH.1.1,GK.2,XBB.1.9.2,XBB.1.5.68,EG.6.1,XBB.1.16.1,XBB.2.3.8,XBB.1.42.2,XBB.1.16.17,XBB.1.5.72,XBB.1.5.10,XBB.1.5.59,FD.1.1,FE.1.1,EU.1.1,XBB.1.5.1,FD.2,BF.11,BA.4.6,BA.5,BA.2.12.1,BN.1,BA.5.2.6,B.1.617.2,BA.2.75,BF.7,BA.2.75.2,BA.4,BA.1.1,PJ.2.1
2023-06-17,MN,3988,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,335,0,0,0,0,85,6,0,0,0,5,3,40,454,0,0,364,9,0,0,9,0,16,246,0,40,0,1591,42,0,143,76,11,205,12,9,0,40,43,7,14,25,19,71,7,5,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-18,MN,3948,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,335,0,0,0,0,91,6,0,0,0,5,3,42,454,0,0,363,10,0,0,9,0,17,245,0,39,0,1543,42,0,144,74,11,206,12,10,0,41,44,7,14,26,19,70,8,5,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-19,MN,3908,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,334,0,0,0,0,96,6,0,0,0,5,3,43,454,0,0,361,10,0,0,9,0,18,244,0,38,0,1496,43,0,145,73,11,208,13,10,0,42,44,6,14,26,19,68,8,5,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-20,MN,3867,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,334,0,0,0,0,102,6,0,0,0,5,3,45,454,0,0,360,11,0,0,9,0,19,243,0,37,0,1449,44,0,146,71,11,209,13,11,0,42,44,6,14,27,19,67,8,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-21,MN,3827,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,334,0,0,0,0,107,6,0,0,0,5,3,47,454,0,0,359,11,0,0,9,0,19,241,0,36,0,1403,44,0,147,70,11,211,13,11,0,43,44,6,14,28,19,66,8,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-22,MN,3787,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,334,0,0,0,0,112,6,0,0,0,5,3,48,454,0,0,357,11,0,0,9,0,20,240,0,35,0,1358,45,0,148,68,11,212,13,11,0,44,44,6,14,28,18,65,9,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-23,MN,3747,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,333,0,0,0,0,117,6,0,0,0,5,3,50,454,0,0,356,12,0,0,8,0,21,239,0,34,0,1313,45,0,148,66,11,213,13,12,0,44,45,6,14,29,18,63,9,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-24,MN,3706,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,333,0,0,0,0,122,6,0,0,0,5,3,52,454,0,0,354,12,0,0,8,0,21,238,0,34,0,1269,46,0,149,65,11,214,13,12,0,45,45,6,13,29,18,62,9,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-25,MN,3639,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,330,0,0,0,0,126,6,0,0,0,5,3,53,450,0,0,350,13,0,0,8,0,22,235,0,33,0,1216,46,0,149,63,11,214,13,13,0,45,45,6,13,29,18,60,9,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-26,MN,3572,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,327,0,0,0,0,130,6,0,0,0,5,3,54,446,0,0,346,13,0,0,8,0,22,232,0,31,0,1165,46,0,148,61,11,213,13,13,0,46,44,6,13,30,17,59,9,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-27,MN,3505,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,324,0,0,0,0,133,6,0,0,0,4,3,55,442,0,0,342,13,0,0,8,0,23,229,0,30,0,1115,46,0,148,59,11,212,13,13,0,46,44,6,13,30,17,57,9,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-28,MN,3438,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,0,0,0,321,0,0,0,0,136,6,0,0,0,4,3,56,438,0,0,338,14,0,0,8,0,23,225,0,29,0,1066,47,0,147,57,11,212,13,14,0,46,44,6,12,30,17,55,10,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,MN,3371,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,0,0,0,317,0,0,0,0,139,6,0,0,0,4,3,56,434,0,0,333,14,0,0,8,0,23,222,0,28,0,1017,47,0,146,55,11,211,13,14,0,46,44,6,12,30,17,54,10,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,MN,3305,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,0,0,0,314,0,0,0,0,142,6,0,0,0,4,3,57,429,0,0,329,14,0,0,8,0,24,219,0,27,0,970,47,0,145,54,11,209,13,14,0,46,43,6,12,30,16,52,10,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,MN,3238,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,0,0,0,310,0,0,0,0,145,6,0,0,0,4,3,58,425,0,0,324,14,0,0,8,0,24,216,0,26,0,925,47,0,144,52,11,208,13,14,0,46,43,6,12,30,16,51,10,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-02,MN,3247,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,0,0,0,314,0,0,0,0,150,6,0,0,0,4,3,60,430,0,0,327,15,0,0,8,0,25,217,0,26,0,901,48,0,147,51,11,212,14,15,0,47,44,6,12,31,16,50,10,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-03,MN,3257,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,0,0,0,317,0,0,0,0,156,6,0,0,0,4,3,62,435,0,0,330,15,0,0,8,0,26,219,0,26,0,877,49,0,149,51,11,216,14,15,0,48,44,6,12,32,16,50,10,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-04,MN,3266,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,0,0,0,321,0,0,0,0,162,6,0,0,0,4,3,64,441,0,0,333,16,0,0,8,0,27,221,0,25,0,853,50,0,152,50,11,219,14,16,0,49,45,6,12,33,16,50,11,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-05,MN,3276,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,0,0,0,325,0,0,0,0,168,6,0,0,0,4,3,66,446,0,0,336,16,0,0,8,0,27,223,0,25,0,829,51,0,154,50,11,223,14,16,0,51,46,6,12,34,16,49,11,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-06,MN,3285,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,329,0,0,0,0,174,6,0,0,0,4,3,68,451,0,0,339,17,0,0,8,0,28,224,0,25,0,805,52,0,157,49,12,227,15,17,0,52,47,6,12,34,16,49,11,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,MN,3295,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,332,0,0,0,0,180,6,0,0,0,4,3,70,457,0,0,342,17,0,0,8,0,29,226,0,24,0,781,53,0,160,49,12,230,15,17,0,53,47,6,12,35,16,48,12,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,MN,3304,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,331,0,0,0,0,183,6,0,0,0,4,3,71,455,0,0,340,18,0,0,8,41,30,224,6,24,0,744,53,6,159,47,12,230,15,18,0,53,47,6,12,35,16,47,12,3,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,MN,3377,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,333,0,0,0,0,199,6,0,0,0,4,3,75,464,0,0,340,19,0,0,8,45,31,232,7,25,0,748,53,7,161,48,13,237,16,18,0,55,49,7,12,36,16,47,12,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,MN,3450,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,335,0,0,0,0,215,6,0,0,0,4,3,79,474,0,0,340,20,0,0,9,50,32,240,8,27,0,751,53,9,162,49,15,243,16,19,0,57,50,8,12,37,17,46,12,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,MN,3523,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,23,0,0,0,0,0,337,0,0,0,0,232,6,0,0,0,4,3,83,484,0,0,340,21,0,0,9,54,34,248,8,29,0,753,53,10,163,50,17,250,17,19,0,59,51,8,13,38,17,46,12,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-12,MN,3596,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,23,0,0,0,0,0,338,0,0,0,0,249,6,0,0,0,4,3,87,494,0,0,339,22,0,0,9,59,35,256,9,30,0,755,53,11,164,51,19,257,17,19,0,61,52,9,13,39,18,45,12,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,MN,3669,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,24,0,0,0,0,0,340,0,0,0,0,267,6,0,0,0,4,3,91,504,0,0,338,24,0,0,9,63,37,264,10,32,0,757,53,13,165,51,21,263,18,20,0,63,54,10,13,41,18,45,11,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-14,MN,3742,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,25,0,0,0,0,0,341,0,0,0,0,286,6,0,0,0,4,3,96,513,0,0,336,25,0,0,10,68,39,272,11,34,0,758,53,14,166,52,23,270,19,20,0,65,55,11,14,42,18,44,11,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-15,MN,3815,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,25,0,0,0,0,0,342,0,0,0,0,305,6,0,0,0,5,3,101,523,0,0,335,26,0,0,10,73,40,280,12,36,0,758,53,16,167,53,25,277,19,21,0,67,57,12,14,43,19,43,11,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-16,MN,3854,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,339,0,0,0,0,321,6,0,0,0,5,3,104,528,0,0,330,27,0,0,10,77,41,286,13,38,0,751,52,17,166,53,27,281,20,21,0,69,57,13,14,43,19,42,11,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-17,MN,3893,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,337,0,0,0,0,338,6,0,0,0,5,3,108,533,0,0,325,28,0,0,10,82,43,292,14,39,0,744,51,19,165,54,28,286,20,21,0,70,58,14,14,44,19,40,11,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,MN,3932,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,27,0,0,0,0,0,334,0,0,0,0,355,6,0,0,0,5,4,112,538,0,0,319,30,0,0,10,86,44,298,15,41,0,736,50,21,164,54,30,290,21,22,0,72,59,15,14,45,19,39,10,4,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-19,MN,3971,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,27,0,0,0,0,0,331,0,0,0,0,373,6,0,0,0,5,4,116,543,0,0,314,31,0,0,11,91,45,305,16,43,0,728,50,22,163,54,32,295,21,22,0,73,60,16,15,45,20,38,10,4,2,0,0,0,0,0,0,0,0,0,0,0
2023-07-20,MN,4011,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,28,0,0,0,0,0,329,0,0,0,0,391,6,0,0,0,5,4,120,548,0,0,308,32,0,0,11,96,47,311,17,44,0,720,49,24,162,54,34,299,22,22,0,75,61,17,15,46,20,36,10,4,2,0,0,0,0,0,0,0,0,0,0,0
2023-07-21,MN,4050,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,28,0,0,0,0,0,325,0,0,0,0,409,6,0,0,0,5,4,124,553,0,0,302,33,0,0,11,101,48,317,18,46,0,711,48,25,161,55,36,304,22,22,0,76,62,18,15,47,20,35,10,4,2,0,0,0,0,0,0,0,0,0,0,0
2023-07-22,MN,4089,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,29,0,0,0,0,0,322,0,0,0,0,428,6,0,0,0,5,4,128,558,0,0,296,34,0,0,11,106,50,323,19,48,0,702,47,27,160,55,38,309,23,23,0,78,63,19,15,47,20,34,9,4,2,0,0,0,0,0,0,0,0,0,0,0
2023-07-23,MN,4333,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,30,0,0,0,0,0,335,0,0,0,0,469,7,0,0,0,5,4,139,592,0,0,304,37,0,0,12,116,54,346,21,52,0,728,48,30,167,58,43,329,25,24,0,84,67,21,16,51,22,34,10,4,2,0,0,0,0,0,0,0,0,0,0,0
2023-07-24,MN,4578,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,32,0,0,0,0,0,347,0,0,0,0,512,7,0,0,0,5,4,150,625,0,0,311,41,0,0,13,127,58,370,23,57,0,751,50,33,173,61,47,349,26,26,0,89,71,23,17,54,23,34,10,4,2,0,0,0,0,0,0,0,0,0,0,0
2023-07-25,MN,4823,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,34,0,0,0,0,0,358,0,0,0,0,556,7,0,0,0,6,4,161,658,0,0,317,44,0,0,13,139,62,393,26,61,0,772,51,37,180,64,52,370,28,27,0,95,75,26,18,57,24,33,10,5,2,0,0,0,0,0,0,0,0,0,0,0
2023-07-26,MN,5067,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,36,0,0,0,0,0,368,0,0,0,0,603,8,0,0,0,6,5,173,691,0,0,322,47,0,0,14,151,66,417,28,66,0,792,51,41,185,67,56,391,30,29,0,101,79,28,19,60,25,33,10,5,2,0,0,0,0,0,0,0,0,0,0,0
2023-07-27,MN,5312,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,38,0,0,0,0,0,378,0,0,0,0,651,8,0,0,0,6,5,185,724,0,0,326,51,0,0,15,163,71,442,31,71,0,809,52,44,191,70,61,412,32,30,0,107,83,31,20,63,27,32,10,5,2,0,0,0,0,0,0,0,0,0,0,0
2023-07-28,MN,5557,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,41,0,0,0,0,0,386,0,0,0,0,701,8,0,0,0,6,5,198,756,0,0,328,54,0,0,16,176,75,467,33,76,0,825,53,48,196,73,67,434,34,31,0,113,88,33,21,67,28,31,10,5,2,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,MN,5802,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,43,0,0,0,0,0,394,0,0,0,0,753,8,0,0,0,7,5,211,789,0,0,330,58,0,0,16,189,80,492,36,81,0,838,53,53,201,75,72,455,36,33,0,120,92,36,22,70,29,30,9,6,2,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,MN,5793,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,43,0,0,0,0,0,385,0,0,0,0,773,8,0,0,0,7,5,215,788,0,0,316,59,0,0,17,195,81,496,37,83,0,814,51,55,196,75,74,457,36,33,0,121,92,37,22,70,29,27,9,6,2,0,0,0,0,0,0,0,0,0,0,0
2023-07-31,MN,5784,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,43,0,0,0,0,0,375,0,0,0,0,792,8,0,0,0,7,5,219,786,0,0,303,60,0,0,17,200,82,500,38,85,0,790,49,57,192,74,77,459,37,33,0,122,93,38,22,71,29,24,8,6,2,0,0,0,0,0,0,0,0,0,0,0
2023-08-01,MN,5775,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,43,0,0,0,0,0,365,0,0,0,0,812,8,0,0,0,7,5,223,784,0,0,289,62,0,0,17,205,84,504,40,87,0,766,47,59,188,74,79,460,37,33,0,123,93,40,22,71,29,22,8,5,2,0,0,0,0,0,0,0,0,0,0,0
2023-08-02,MN,5766,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,44,0,0,0,0,0,356,0,0,0,0,832,8,0,0,0,7,5,226,783,0,0,276,63,0,0,17,211,85,508,41,89,0,742,45,61,184,73,81,462,38,33,0,124,93,41,22,71,29,19,7,5,2,0,0,0,0,0,0,0,0,0,0,0
2023-08-03,MN,5757,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,44,0,0,0,0,0,346,0,0,0,0,852,8,0,0,0,7,6,230,781,0,0,262,64,0,0,17,216,86,512,42,90,0,718,43,62,180,73,84,464,38,33,0,125,93,42,22,71,29,16,7,5,2,0,0,0,0,0,0,0,0,0,0,0
