"Date of sample","Treatment plant","Location of treatment plant","Number of residents","Inflow","Method","Uncertainties","Coronavirus result from the sample","Normalized RNA count"
"2020-11-09","Taskila","Oulu","200000","70816","qPCR A","","Detected (low volume)",""
"2020-11-09","Viinikanlahti","Tampere","200000","64295","qPCR A","","Detected (low volume)",""
"2020-11-09","Kakolanmäki","Turku","300000","75716","qPCR A","b","Detected (low volume)",""
"2020-11-02","Aggregated","Aggregated","","","qPCR A","","","5229"
"2020-11-02","Suomenoja","Espoo","390000","110283","qPCR A","b","Detected","17495"
"2020-11-02","Viikinmäki","Helsinki","910000","270317","qPCR A","b","Detected (low volume)",""
"2020-11-02","Paroinen","Hämeenlinna","66000","15010","qPCR A","","Detected (low volume)",""
"2020-11-02","Kuhasalo","Joensuu","98000","21936","qPCR A","b","Detected (low volume)",""
"2020-11-02","Nenäinniemi","Jyväskylä","154600","34335","qPCR A","a","Detected (low volume)",""
"2020-11-02","Peuraniemi","Kajaani","33714","13485","qPCR A","b","Not detected",""
"2020-11-02","Peurasaari","Kemi","23000","18063","qPCR A","a b","Not detected",""
"2020-11-02","Hopeakivenlahti","Kokkola","36000","11994","qPCR A","b","Not detected",""
"2020-11-02","Mussalo","Kotka","99000","32755","qPCR A","b","Not detected",""
"2020-11-02","Mäkikylä","Kouvola","67107","27532","qPCR A","","Detected (low volume)",""
"2020-11-02","Lehtoniemi","Kuopio","95400","23991","qPCR A","b","Detected (low volume)",""
"2020-11-02","Ali-Juhakkala","Lahti","61500","15221","qPCR A","","Detected (low volume)",""
"2020-11-02","Kariniemi","Lahti","63500","17149","qPCR A","","Not detected",""
"2020-11-02","Toikansuo","Lappeenranta","63000","15527","qPCR A","b","Detected (low volume)",""
"2020-11-02","Lotsbroverket","","21000","5463","qPCR A","","Detected (low volume)",""
"2020-11-02","Kenkäveronniemi","Mikkeli","42000","10077","qPCR A","","Not detected",""
"2020-11-02","Taskila","Oulu","200000","72497","qPCR A","","Detected","30329"
"2020-11-02","Alheda","Jakobstad","30500","11984","qPCR A","b","Detected","9304"
"2020-11-02","Luotsinmäki","Pori","112000","35836","qPCR A","b","Not detected",""
"2020-11-02","Maanpäänniemi","Rauma","40000","13353","qPCR A","b","Not detected",""
"2020-11-02","Alakorkalo","Rovaniemi","55000","23005","qPCR A","","Detected (low volume)",""
"2020-11-02","Salonkeskuspuhdistamo","Salo","45000","10258","qPCR A","b","Detected (low volume)",""
"2020-11-02","Pihlajaniemi","Savonlinna","22571","7849","qPCR A","","Detected (low volume)",""
"2020-11-02","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","19130","qPCR A","b","Not detected",""
"2020-11-02","Viinikanlahti","Tampere","200000","65868","qPCR A","","Detected (low volume)",""
"2020-11-02","Kakolanmäki","Turku","300000","73232","qPCR A","b","Detected","7606"
"2020-11-02","Pått","Vaasa","69500","26615","qPCR A","b","Detected (low volume)",""
"2020-11-02","Nummela","Vihti","17500","3057","qPCR A","","Detected","46982"
"2020-10-26","Aggregated","Aggregated","","","qPCR A","","","14942"
"2020-10-26","Viikinmäki","Helsinki","910000","279266","qPCR A","","Detected","22556"
"2020-10-26","Lehtoniemi","Kuopio","95400","21875","qPCR A","","Detected","12160"
"2020-10-26","Viinikanlahti","Tampere","200000","68489","qPCR A","","Detected","7174"
"2020-10-26","Kakolanmäki","Turku","300000","77937","qPCR A","b","Detected (low volume)",""
"2020-10-26","Pått","Vaasa","69500","24347","qPCR A","b","Detected (low volume)",""
"2020-10-19","Aggregated","Aggregated","","","qPCR A","","","8726"
"2020-10-19","Suomenoja","Espoo","390000","89454","qPCR A","b","Detected","15223"
"2020-10-19","Viikinmäki","Helsinki","910000","258911","qPCR A","b","Detected","11133"
"2020-10-19","Paroinen","Hämeenlinna","66000","13833","qPCR A","(a) b","Detected","7707"
"2020-10-19","Kuhasalo","Joensuu","98000","22069","qPCR A","b","Detected (low volume)",""
"2020-10-19","Nenäinniemi","Jyväskylä","154600","33321","qPCR A","","Detected","74604"
"2020-10-19","Peuraniemi","Kajaani","33714","10329","qPCR A","a b","Detected (low volume)",""
"2020-10-19","Peurasaari","Kemi","23000","11608","qPCR A","a b","Not detected",""
"2020-10-19","Hopeakivenlahti","Kokkola","36000","9374","qPCR A","(a) b","Not detected",""
"2020-10-19","Mussalo","Kotka","99000","30463","qPCR A","b","Not detected",""
"2020-10-19","Mäkikylä","Kouvola","67107","21064","qPCR A","a b","Detected","19480"
"2020-10-19","Lehtoniemi","Kuopio","95400","22959","qPCR A","b","Detected (low volume)",""
"2020-10-19","Ali-Juhakkala","Lahti","61500","14506","qPCR A","a b","Detected (low volume)",""
"2020-10-19","Kariniemi","Lahti","63500","15239","qPCR A","","Detected (low volume)",""
"2020-10-19","Toikansuo","Lappeenranta","63000","13963","qPCR A","","Detected (low volume)",""
"2020-10-19","Lotsbroverket","","21000","4868","qPCR A","b","Detected (low volume)",""
"2020-10-19","Kenkäveronniemi","Mikkeli","42000","9662","qPCR A","","Detected (low volume)",""
"2020-10-19","Taskila","Oulu","200000","61965","qPCR A","b","Detected (low volume)",""
"2020-10-19","Alheda","Jakobstad","30500","10211","qPCR A","b","Detected (low volume)",""
"2020-10-19","Luotsinmäki","Pori","112000","27692","qPCR A","a","Not detected",""
"2020-10-19","Maanpäänniemi","Rauma","40000","10739","qPCR A","b","Not detected",""
"2020-10-19","Alakorkalo","Rovaniemi","55000","18065","qPCR A","b","Detected (low volume)",""
"2020-10-19","Salonkeskuspuhdistamo","Salo","45000","8425","qPCR A","(a) b","Detected (low volume)",""
"2020-10-19","Pihlajaniemi","Savonlinna","22571","6944","qPCR A","b","Detected (low volume)",""
"2020-10-19","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","15837","qPCR A","a b","Detected (low volume)",""
"2020-10-19","Viinikanlahti","Tampere","200000","60672","qPCR A","b","Detected","6889"
"2020-10-19","Kakolanmäki","Turku","300000","61406","qPCR A","b","Detected (low volume)",""
"2020-10-19","Pått","Vaasa","69500","22736","qPCR A","b","Detected","65696"
"2020-10-19","Nummela","Vihti","17500","2906","qPCR A","","Detected (low volume)",""
"2020-10-12","Aggregated","Aggregated","","","qPCR A","","","19890"
"2020-10-12","Viikinmäki","Helsinki","910000","296327","qPCR A","","Detected","25650"
"2020-10-12","Lehtoniemi","Kuopio","95400","19758","qPCR A","b","Detected (low volume)",""
"2020-10-12","Taskila","Oulu","200000","57234","qPCR A","b","Detected (low volume)",""
"2020-10-12","Viinikanlahti","Tampere","200000","64493","qPCR A","b","Detected (low volume)",""
"2020-10-12","Kakolanmäki","Turku","300000","67508","qPCR A","","Detected","33369"
"2020-10-06","Taskila","Oulu","200000","54931","qPCR A","a b","Not detected",""
"2020-10-05","Aggregated","Aggregated","","","qPCR A","","","9227"
"2020-10-05","Suomenoja","Espoo","390000","86924","qPCR A","b","Detected","11144"
"2020-10-05","Viikinmäki","Helsinki","910000","248379","qPCR A","a b","Detected","14425"
"2020-10-05","Paroinen","Hämeenlinna","66000","16247","qPCR A","b","Detected (low volume)",""
"2020-10-05","Kuhasalo","Joensuu","98000","17355","qPCR A","b","Detected (low volume)",""
"2020-10-05","Nenäinniemi","Jyväskylä","154600","28860","qPCR A","b","Detected","7523"
"2020-10-05","Peuraniemi","Kajaani","33714","9960","qPCR A","b","Not detected",""
"2020-10-05","Peurasaari","Kemi","23000","8275","qPCR A","b","Not detected",""
"2020-10-05","Hopeakivenlahti","Kokkola","36000","8519","qPCR A","","Detected (low volume)",""
"2020-10-05","Mussalo","Kotka","99000","21746","qPCR A","(a) b","Not detected",""
"2020-10-05","Mäkikylä","Kouvola","67107","16292","qPCR A","a b","Not detected",""
"2020-10-05","Lehtoniemi","Kuopio","95400","20324","qPCR A","b","Detected (low volume)",""
"2020-10-05","Ali-Juhakkala","Lahti","61500","11387","qPCR A","b","Not detected",""
"2020-10-05","Kariniemi","Lahti","63500","13182","qPCR A","b","Detected (low volume)",""
"2020-10-05","Toikansuo","Lappeenranta","63000","16969","qPCR A","b","Not detected",""
"2020-10-05","Lotsbroverket","","21000","3917","qPCR A","b","Detected (low volume)",""
"2020-10-05","Alheda","Jakobstad","30500","9683","qPCR A","b","Detected (low volume)",""
"2020-10-05","Luotsinmäki","Pori","112000","24442","qPCR A","b","Not detected",""
"2020-10-05","Maanpäänniemi","Rauma","40000","9415","qPCR A","a b","Not detected",""
"2020-10-05","Alakorkalo","Rovaniemi","55000","15859","qPCR A","b","Detected (low volume)",""
"2020-10-05","Salonkeskuspuhdistamo","Salo","45000","6688","qPCR A","a b","Not detected",""
"2020-10-05","Pihlajaniemi","Savonlinna","22571","5742","qPCR A","a b","Detected (low volume)",""
"2020-10-05","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","13008","qPCR A","a b","Detected (low volume)",""
"2020-10-05","Viinikanlahti","Tampere","200000","58468","qPCR A","b","Detected (low volume)",""
"2020-10-05","Kakolanmäki","Turku","300000","58616","qPCR A","a b","Detected (low volume)",""
"2020-10-05","Pått","Vaasa","69500","15385","qPCR A","a b","Detected","57217"
"2020-10-05","Nummela","Vihti","17500","2641","qPCR A","b","Detected (low volume)",""
"2020-10-04","Kenkäveronniemi","Mikkeli","42000","7960","qPCR A","b","Detected (low volume)",""
"2020-09-28","Aggregated","Aggregated","","","qPCR A","","","4530"
"2020-09-28","Viikinmäki","Helsinki","910000","245958","qPCR A","b","Detected","7908"
"2020-09-28","Lehtoniemi","Kuopio","95400","19720","qPCR A","b","Detected (low volume)",""
"2020-09-28","Taskila","Oulu","200000","58579","qPCR A","","Not detected",""
"2020-09-28","Viinikanlahti","Tampere","200000","58212","qPCR A","b","Detected (low volume)",""
"2020-09-28","Kakolanmäki","Turku","300000","53913","qPCR A","b","Detected (low volume)",""
"2020-09-22","Lehtoniemi","Kuopio","95400","22033","qPCR A","","Detected (low volume)",""
"2020-09-21","Aggregated","Aggregated","","","qPCR A","","","744"
"2020-09-21","Suomenoja","Espoo","390000","98024","qPCR A","b","Detected (low volume)",""
"2020-09-21","Viikinmäki","Helsinki","910000","260047","qPCR A","b","Detected (low volume)",""
"2020-09-21","Paroinen","Hämeenlinna","66000","12633","qPCR A","","Detected","64790"
"2020-09-21","Kuhasalo","Joensuu","98000","19494","qPCR A","b","Detected (low volume)",""
"2020-09-21","Nenäinniemi","Jyväskylä","154600","31899","qPCR A","","Detected (low volume)",""
"2020-09-21","Peuraniemi","Kajaani","33714","14893","qPCR A","b","Not detected",""
"2020-09-21","Peurasaari","Kemi","23000","9842","qPCR A","","Not detected",""
"2020-09-21","Hopeakivenlahti","Kokkola","36000","9908","qPCR A","","Detected (low volume)",""
"2020-09-21","Mussalo","Kotka","99000","23454","qPCR A","b","Not detected",""
"2020-09-21","Mäkikylä","Kouvola","67107","19532","qPCR A","b","Not detected",""
"2020-09-21","Ali-Juhakkala","Lahti","61500","12452","qPCR A","b","Detected (low volume)",""
"2020-09-21","Kariniemi","Lahti","63500","14794","qPCR A","b","Detected","8094"
"2020-09-21","Toikansuo","Lappeenranta","63000","13751","qPCR A","b","Not detected",""
"2020-09-21","Lotsbroverket","","21000","4026","qPCR A","a","Detected (low volume)",""
"2020-09-21","Kenkäveronniemi","Mikkeli","42000","8455","qPCR A","","Detected","28799"
"2020-09-21","Taskila","Oulu","200000","49332","qPCR A","b","Not detected",""
"2020-09-21","Alheda","Jakobstad","30500","10464","qPCR A","b","Detected (low volume)",""
"2020-09-21","Luotsinmäki","Pori","112000","24365","qPCR A","b","Not detected",""
"2020-09-21","Maanpäänniemi","Rauma","40000","8681","qPCR A","b","Not detected",""
"2020-09-21","Alakorkalo","Rovaniemi","55000","15533","qPCR A","b","Not detected",""
"2020-09-21","Salonkeskuspuhdistamo","Salo","45000","7984","qPCR A","","Not detected",""
"2020-09-21","Pihlajaniemi","Savonlinna","22571","6341","qPCR A","","Not detected",""
"2020-09-21","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","15430","qPCR A","","Not detected",""
"2020-09-21","Viinikanlahti","Tampere","200000","61172","qPCR A","","Not detected",""
"2020-09-21","Kakolanmäki","Turku","300000","55862","qPCR A","b","Detected (low volume)",""
"2020-09-21","Pått","Vaasa","69500","19374","qPCR A","","Not detected",""
"2020-09-21","Nummela","Vihti","17500","3367","qPCR A","","Detected (low volume)",""
"2020-09-14","Aggregated","Aggregated","","","qPCR A","","","1007"
"2020-09-14","Suomenoja","Espoo","390000","159150","qPCR A","b","Detected (low volume)",""
"2020-09-14","Viikinmäki","Helsinki","910000","358852","qPCR A","b","Detected (low volume)",""
"2020-09-14","Lehtoniemi","Kuopio","95400","20523","qPCR A","","Not detected",""
"2020-09-14","Taskila","Oulu","200000","47765","qPCR A","a","Not detected",""
"2020-09-14","Viinikanlahti","Tampere","200000","63532","qPCR A","b","Not detected",""
"2020-09-14","Kakolanmäki","Turku","300000","69006","qPCR A","","Detected (low volume)",""
"2020-09-07","Aggregated","Aggregated","","","qPCR A","","","955"
"2020-09-07","Suomenoja","Espoo","390000","137584","qPCR A","b","Detected (low volume)",""
"2020-09-07","Viikinmäki","Helsinki","910000","328582","qPCR A","a","Detected (low volume)",""
"2020-09-07","Paroinen","Hämeenlinna","66000","12488","qPCR A","a","Detected (low volume)",""
"2020-09-07","Kuhasalo","Joensuu","98000","16714","qPCR A","b","Not detected",""
"2020-09-07","Nenäinniemi","Jyväskylä","154600","28324","qPCR A","b","Detected","6277"
"2020-09-07","Peuraniemi","Kajaani","33714","7961","qPCR A","a","Detected (low volume)",""
"2020-09-07","Peurasaari","Kemi","23000","6522","qPCR A","a","Not detected",""
"2020-09-07","Hopeakivenlahti","Kokkola","36000","7691","qPCR A","b","Not detected",""
"2020-09-07","Mussalo","Kotka","99000","23653","qPCR A","a b","Not detected",""
"2020-09-07","Mäkikylä","Kouvola","67107","18186","qPCR A","a b","Not detected",""
"2020-09-07","Lehtoniemi","Kuopio","95400","19328","qPCR A","b","Not detected",""
"2020-09-07","Ali-Juhakkala","Lahti","61500","13376","qPCR A","b","Detected (low volume)",""
"2020-09-07","Kariniemi","Lahti","63500","15670","qPCR A","a b","Detected (low volume)",""
"2020-09-07","Toikansuo","Lappeenranta","63000","12413","qPCR A","a b","Not detected",""
"2020-09-07","Lotsbroverket","","21000","3439","qPCR A","a","Detected","10301"
"2020-09-07","Kenkäveronniemi","Mikkeli","42000","6857","qPCR A","a","Detected (low volume)",""
"2020-09-07","Taskila","Oulu","200000","45128","qPCR A","","Not detected",""
"2020-09-07","Alheda","Jakobstad","30500","7386","qPCR A","","Not detected",""
"2020-09-07","Luotsinmäki","Pori","112000","24556","qPCR A","","Not detected",""
"2020-09-07","Maanpäänniemi","Rauma","40000","8540","qPCR A","b","Not detected",""
"2020-09-07","Alakorkalo","Rovaniemi","55000","15017","qPCR A","a","Not detected",""
"2020-09-07","Salonkeskuspuhdistamo","Salo","45000","9024","qPCR A","a b","Not detected",""
"2020-09-07","Pihlajaniemi","Savonlinna","22571","5793","qPCR A","b","Not detected",""
"2020-09-07","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","17879","qPCR A","a b","Detected (low volume)",""
"2020-09-07","Viinikanlahti","Tampere","200000","59457","qPCR A","a","Detected (low volume)",""
"2020-09-07","Kakolanmäki","Turku","300000","55949","qPCR A","a","Detected (low volume)",""
"2020-09-07","Pått","Vaasa","69500","14792","qPCR A","a","Detected (low volume)",""
"2020-09-07","Nummela","Vihti","17500","3269","qPCR A","b","Detected (low volume)",""
"2020-08-31","Aggregated","Aggregated","","","qPCR A","","","969"
"2020-08-31","Viikinmäki","Helsinki","910000","340873","qPCR A","b","Detected (low volume)",""
"2020-08-31","Lehtoniemi","Kuopio","95400","18424","qPCR A","a b","Detected (low volume)",""
"2020-08-31","Taskila","Oulu","200000","44680","qPCR A","b","Not detected",""
"2020-08-31","Viinikanlahti","Tampere","200000","59163","qPCR A","b","Not detected",""
"2020-08-31","Kakolanmäki","Turku","300000","52106","qPCR A","b","Detected (low volume)",""
"2020-08-24","Aggregated","Aggregated","","","qPCR A","","","892"
"2020-08-24","Suomenoja","Espoo","390000","92776","qPCR A","b","Detected (low volume)",""
"2020-08-24","Viikinmäki","Helsinki","910000","311572","qPCR A","a","Detected (low volume)",""
"2020-08-24","Paroinen","Hämeenlinna","66000","13560","qPCR A","","Detected","9535"
"2020-08-24","Kuhasalo","Joensuu","98000","17422","qPCR A","a b","Not detected",""
"2020-08-24","Nenäinniemi","Jyväskylä","154600","32598","qPCR A","b","Detected (low volume)",""
"2020-08-24","Peuraniemi","Kajaani","33714","9411","qPCR A","b","Not detected",""
"2020-08-24","Peurasaari","Kemi","23000","6054","qPCR A","a b","Not detected",""
"2020-08-24","Hopeakivenlahti","Kokkola","36000","7903","qPCR A","a","Not detected",""
"2020-08-24","Mussalo","Kotka","99000","24563","qPCR A","a b","Not detected",""
"2020-08-24","Mäkikylä","Kouvola","67107","19532","qPCR A","a b","Detected (low volume)",""
"2020-08-24","Lehtoniemi","Kuopio","95400","20195","qPCR A","b","Not detected",""
"2020-08-24","Ali-Juhakkala","Lahti","61500","14990","qPCR A","b","Not detected",""
"2020-08-24","Kariniemi","Lahti","63500","17453","qPCR A","b","Not detected",""
"2020-08-24","Toikansuo","Lappeenranta","63000","14209","qPCR A","b","Detected (low volume)",""
"2020-08-24","Lotsbroverket","","21000","3239","qPCR A","a b","Not detected",""
"2020-08-24","Kenkäveronniemi","Mikkeli","42000","7393","qPCR A","","Not detected",""
"2020-08-24","Taskila","Oulu","200000","46212","qPCR A","a","Not detected",""
"2020-08-24","Alheda","Jakobstad","30500","11659","qPCR A","b","Not detected",""
"2020-08-24","Luotsinmäki","Pori","112000","23231","qPCR A","a b","Not detected",""
